athlete_id,date,session_type,minutes,distance_m,hid_m,peak_speed_m_s,accel_hi_count,decel_hi_count,player_load
GPS_008,2025-12-07,OFF,0,0,0,NA,0,0,0
GPS_009,2025-12-07,OFF,0,0,0,NA,0,0,0
GPS_010,2025-12-07,OFF,0,0,0,NA,0,0,0
GPS_011,2025-12-07,OFF,0,0,0,NA,0,0,0
GPS_012,2025-12-07,OFF,0,0,0,NA,0,0,0
GPS_001,2025-12-08,PRACTICE,44,2528,308,8.12,19,15,84
GPS_002,2025-12-08,PRACTICE,41.3,2685,166,7.22,27,28,113.5
GPS_003,2025-12-08,PRACTICE,51.6,2469,258,7.01,23,22,98.6
GPS_004,2025-12-08,PRACTICE,49.5,1894,303,7.28,20,19,85
GPS_005,2025-12-08,PRACTICE,41.8,1674,120,6.19,8,17,57.3
GPS_006,2025-12-08,PRACTICE,55.8,3374,408,6.25,16,22,100.9
GPS_007,2025-12-08,PRACTICE,43.8,1583,255,6.47,20,8,64.2
GPS_008,2025-12-08,PRACTICE,48.1,3333,650,8.36,11,15,88.6
GPS_009,2025-12-08,PRACTICE,44.4,2461,333,8.13,10,8,59.9
GPS_010,2025-12-08,PRACTICE,35.6,2225,486,6.79,7,12,62.9
GPS_011,2025-12-08,PRACTICE,49.7,2225,182,8.02,15,17,74.8
GPS_012,2025-12-08,PRACTICE,22.6,1033,97,7.29,10,24,63.8
GPS_001,2025-12-09,PRACTICE,31.8,1820,313,7.83,10,13,60.5
GPS_002,2025-12-09,PRACTICE,48.6,2454,320,8.47,13,20,82.1
GPS_003,2025-12-09,PRACTICE,55,3228,374,7.68,15,14,85.1
GPS_004,2025-12-09,PRACTICE,26.2,1323,132,8.14,17,23,76.5
GPS_005,2025-12-09,PRACTICE,54.4,2752,319,8.13,11,20,82
GPS_006,2025-12-09,PRACTICE,28,1987,313,8.51,14,16,72.7
GPS_007,2025-12-09,PRACTICE,35.7,2061,361,8.27,21,10,76.1
GPS_008,2025-12-09,PRACTICE,28,787,205,8.34,19,19,70
GPS_009,2025-12-09,PRACTICE,40.1,2407,130,7.08,30,23,106.8
GPS_010,2025-12-09,PRACTICE,42.5,1927,281,7.32,11,4,48.8
GPS_011,2025-12-09,PRACTICE,46.3,2451,268,8.06,16,9,68.7
GPS_012,2025-12-09,PRACTICE,37.6,2506,319,7.38,15,14,76.5
GPS_001,2025-12-10,PRACTICE,41.8,2936,406,8.15,26,30,123.5
GPS_002,2025-12-10,PRACTICE,45.2,1434,167,7.31,12,14,57.5
GPS_003,2025-12-10,PRACTICE,31.8,1160,155,8.04,11,15,54.5
GPS_004,2025-12-10,PRACTICE,34.6,1978,252,6.16,20,17,81.6
GPS_005,2025-12-10,PRACTICE,56.5,2584,311,7.17,22,22,99.6
GPS_006,2025-12-10,PRACTICE,15,713,124,7.7,21,12,59.7
GPS_007,2025-12-10,PRACTICE,52,3404,772,9.34,10,17,93.8
GPS_008,2025-12-10,PRACTICE,53.1,2532,307,7.04,13,10,67.5
GPS_009,2025-12-10,PRACTICE,56.2,2261,296,7.95,29,26,112.5
GPS_010,2025-12-10,PRACTICE,37.8,1864,393,8.55,5,23,70.5
GPS_011,2025-12-10,PRACTICE,50.8,3079,218,6.89,26,20,105.2
GPS_012,2025-12-10,PRACTICE,44.3,2435,323,6.26,20,17,87.9
GPS_001,2025-12-11,PRACTICE,35.3,2133,313,7.12,12,15,69.7
GPS_002,2025-12-11,PRACTICE,47.8,1622,379,7.94,14,15,69.2
GPS_003,2025-12-11,PRACTICE,45.9,2465,313,6.76,10,21,79
GPS_004,2025-12-11,PRACTICE,37.9,2266,297,6.93,13,13,69.1
GPS_005,2025-12-11,PRACTICE,37.2,2489,296,8.07,18,19,87.8
GPS_006,2025-12-11,PRACTICE,39.2,932,104,7.49,19,22,73.4
GPS_007,2025-12-11,PRACTICE,47.3,2093,371,8.49,4,24,72.2
GPS_008,2025-12-11,PRACTICE,41.5,2528,495,6.03,13,20,87.2
GPS_009,2025-12-11,PRACTICE,27.8,1613,292,7.56,14,17,69.9
GPS_010,2025-12-11,PRACTICE,45.2,2544,615,7.51,11,13,76.8
GPS_011,2025-12-11,PRACTICE,38.1,1360,112,8.08,20,16,70.4
GPS_012,2025-12-11,PRACTICE,50,2455,260,8.55,22,12,82
GPS_001,2025-12-12,PRACTICE,29.3,874,147,8.14,19,25,78.4
GPS_002,2025-12-12,PRACTICE,22,1157,216,7.04,10,18,59
GPS_003,2025-12-12,PRACTICE,36.8,1547,191,7.79,16,18,71.2
GPS_004,2025-12-12,PRACTICE,35.3,1320,175,9.13,19,27,86.6
GPS_005,2025-12-12,PRACTICE,49.1,2665,344,7.13,18,28,104.2
GPS_006,2025-12-12,PRACTICE,22.4,1603,234,6.97,8,14,54.9
GPS_007,2025-12-12,PRACTICE,30.8,1104,225,7.88,14,16,61.7
GPS_008,2025-12-12,PRACTICE,40.7,1762,426,9.43,11,21,76.3
GPS_009,2025-12-12,PRACTICE,34.3,1729,233,6,16,14,68.1
GPS_010,2025-12-12,PRACTICE,40,1803,427,6.56,15,21,82.7
GPS_011,2025-12-12,PRACTICE,29.4,1222,109,7.21,10,21,61.4
GPS_012,2025-12-12,PRACTICE,33.3,1964,273,6.86,28,4,74.5
GPS_001,2025-12-13,OFF,0,0,0,NA,0,0,0
GPS_002,2025-12-13,OFF,0,0,0,NA,0,0,0
GPS_003,2025-12-13,OFF,0,0,0,NA,0,0,0
GPS_004,2025-12-13,OFF,0,0,0,NA,0,0,0
GPS_005,2025-12-13,OFF,0,0,0,NA,0,0,0
GPS_006,2025-12-13,OFF,0,0,0,NA,0,0,0
GPS_007,2025-12-13,OFF,0,0,0,NA,0,0,0
GPS_008,2025-12-13,OFF,0,0,0,NA,0,0,0
GPS_009,2025-12-13,OFF,0,0,0,NA,0,0,0
GPS_010,2025-12-13,OFF,0,0,0,NA,0,0,0
GPS_011,2025-12-13,OFF,0,0,0,NA,0,0,0
GPS_012,2025-12-13,OFF,0,0,0,NA,0,0,0
GPS_001,2025-12-14,OFF,0,0,0,NA,0,0,0
GPS_002,2025-12-14,OFF,0,0,0,NA,0,0,0
GPS_003,2025-12-14,OFF,0,0,0,NA,0,0,0
GPS_004,2025-12-14,OFF,0,0,0,NA,0,0,0
GPS_005,2025-12-14,OFF,0,0,0,NA,0,0,0
GPS_006,2025-12-14,OFF,0,0,0,NA,0,0,0
GPS_007,2025-12-14,OFF,0,0,0,NA,0,0,0
GPS_008,2025-12-14,OFF,0,0,0,NA,0,0,0
GPS_009,2025-12-14,OFF,0,0,0,NA,0,0,0
GPS_010,2025-12-14,OFF,0,0,0,NA,0,0,0
GPS_011,2025-12-14,OFF,0,0,0,NA,0,0,0
GPS_012,2025-12-14,OFF,0,0,0,NA,0,0,0
GPS_001,2025-12-15,PRACTICE,37.8,2293,381,7.63,23,16,91
GPS_002,2025-12-15,PRACTICE,38.4,1648,296,9.08,12,18,68.9
GPS_003,2025-12-15,PRACTICE,57.2,2404,248,7.37,19,15,81.2
GPS_004,2025-12-15,PRACTICE,46,2587,337,7.67,22,20,97.3
GPS_005,2025-12-15,PRACTICE,22.9,940,109,8.3,12,19,58.6
GPS_006,2025-12-15,PRACTICE,44.9,2438,275,7.58,14,22,85.3
GPS_007,2025-12-15,PRACTICE,32.1,1899,359,7.34,4,15,56.5
GPS_008,2025-12-15,PRACTICE,24.1,1199,180,7.14,17,25,79.5
GPS_009,2025-12-15,PRACTICE,51.6,2634,242,6.89,10,12,65.4
GPS_010,2025-12-15,PRACTICE,48.3,2189,433,8.34,20,23,97.2
GPS_011,2025-12-15,PRACTICE,37.8,1861,193,6.58,17,18,75.9
GPS_012,2025-12-15,PRACTICE,57.1,2656,237,7.61,19,25,98.5
GPS_001,2025-12-16,PRACTICE,38.7,3063,615,7.25,20,13,95.5
GPS_002,2025-12-16,PRACTICE,24.3,1429,194,6.36,15,10,56.6
GPS_003,2025-12-16,PRACTICE,51.6,3318,318,7.38,16,15,87.6
GPS_004,2025-12-16,PRACTICE,34.9,1661,214,8.32,19,25,87.9
GPS_005,2025-12-16,PRACTICE,43.4,2186,287,7.82,14,23,84.5
GPS_006,2025-12-16,PRACTICE,32.3,2627,396,6.88,12,15,76.7
GPS_007,2025-12-16,PRACTICE,28.3,1239,215,8,20,23,82.3
GPS_008,2025-12-16,PRACTICE,46.6,2134,365,7.82,16,22,87.5
GPS_009,2025-12-16,PRACTICE,32.6,1661,248,7.58,20,14,73.8
GPS_010,2025-12-16,PRACTICE,36.3,2328,468,7.74,18,11,78.5
GPS_011,2025-12-16,PRACTICE,49.6,1041,115,7.07,13,15,55.3
GPS_012,2025-12-16,PRACTICE,15.1,1118,145,6.94,15,22,70.3
GPS_001,2025-12-17,PRACTICE,32.2,1319,304,6.01,17,19,74.8
GPS_002,2025-12-17,PRACTICE,58.1,2300,513,6.87,15,27,98.8
GPS_003,2025-12-17,PRACTICE,41.9,2051,214,7.63,12,11,60.4
GPS_004,2025-12-17,PRACTICE,24.3,1445,165,7.52,6,20,57.6
GPS_005,2025-12-17,PRACTICE,41.5,1807,198,7.84,20,19,81.5
GPS_006,2025-12-17,PRACTICE,42.5,1393,173,6.42,11,23,69.3
GPS_007,2025-12-17,PRACTICE,33.9,1603,297,7.26,13,15,65.4
GPS_008,2025-12-17,PRACTICE,34.8,1947,407,7.52,14,23,85.1
GPS_009,2025-12-17,PRACTICE,41.6,2561,391,6.87,18,13,81.9
GPS_010,2025-12-17,PRACTICE,50.8,3276,485,8.34,15,14,88.4
GPS_011,2025-12-17,PRACTICE,33.2,1590,149,6.49,13,24,75.1
GPS_012,2025-12-17,PRACTICE,49.5,3361,369,7.93,11,20,89.3
GPS_001,2025-12-18,PRACTICE,22.4,1457,337,7,20,16,77
GPS_002,2025-12-18,PRACTICE,62.9,2997,346,7.66,16,21,94.1
GPS_003,2025-12-18,PRACTICE,50.1,3110,400,8.61,29,25,122.1
GPS_004,2025-12-18,PRACTICE,35.5,2255,258,7.69,4,18,62
GPS_005,2025-12-18,PRACTICE,40.9,1554,100,7.52,24,11,70.5
GPS_006,2025-12-18,PRACTICE,29.1,1990,129,8.93,11,17,65.1
GPS_007,2025-12-18,PRACTICE,32.2,1664,259,7.22,14,6,53.1
GPS_008,2025-12-18,PRACTICE,45.1,2607,561,7.23,19,2,71.6
GPS_009,2025-12-18,PRACTICE,20.3,1048,155,7.35,19,15,65.4
GPS_010,2025-12-18,PRACTICE,49.1,2222,463,7.48,17,21,90.8
GPS_011,2025-12-18,PRACTICE,50.8,3480,536,8.01,13,22,100.7
GPS_012,2025-12-18,PRACTICE,43.3,2870,308,6.92,12,10,69.4
GPS_001,2025-12-19,PRACTICE,33.7,1392,304,8.08,31,14,89
GPS_002,2025-12-19,PRACTICE,48.7,2546,418,7.06,0,3,40.4
GPS_003,2025-12-19,PRACTICE,39.9,2319,334,5.88,18,15,81
GPS_004,2025-12-19,PRACTICE,60.6,2047,334,7.52,18,21,87.3
GPS_005,2025-12-19,PRACTICE,47.3,2259,275,7.1,15,23,86.5
GPS_006,2025-12-19,PRACTICE,61.5,3539,514,7.79,16,13,91.7
GPS_007,2025-12-19,PRACTICE,35.6,1740,390,8.66,18,29,97.6
GPS_008,2025-12-19,PRACTICE,54.1,1679,318,6.73,17,15,72.8
GPS_009,2025-12-19,PRACTICE,52.2,1927,181,6.05,18,23,85.3
GPS_010,2025-12-19,PRACTICE,48.7,2084,330,6.27,26,29,111.6
GPS_011,2025-12-19,PRACTICE,60.6,3293,336,5.32,8,21,84.8
GPS_012,2025-12-19,PRACTICE,54.4,1817,199,5.93,15,13,65.1
GPS_001,2025-12-20,OFF,0,0,0,NA,0,0,0
GPS_002,2025-12-20,OFF,0,0,0,NA,0,0,0
GPS_003,2025-12-20,OFF,0,0,0,NA,0,0,0
GPS_004,2025-12-20,OFF,0,0,0,NA,0,0,0
GPS_005,2025-12-20,OFF,0,0,0,NA,0,0,0
GPS_006,2025-12-20,OFF,0,0,0,NA,0,0,0
GPS_007,2025-12-20,OFF,0,0,0,NA,0,0,0
GPS_008,2025-12-20,OFF,0,0,0,NA,0,0,0
GPS_009,2025-12-20,OFF,0,0,0,NA,0,0,0
GPS_010,2025-12-20,OFF,0,0,0,NA,0,0,0
GPS_011,2025-12-20,OFF,0,0,0,NA,0,0,0
GPS_012,2025-12-20,OFF,0,0,0,NA,0,0,0
GPS_001,2025-12-21,OFF,0,0,0,NA,0,0,0
GPS_002,2025-12-21,OFF,0,0,0,NA,0,0,0
GPS_003,2025-12-21,OFF,0,0,0,NA,0,0,0
GPS_004,2025-12-21,OFF,0,0,0,NA,0,0,0
GPS_005,2025-12-21,OFF,0,0,0,NA,0,0,0
GPS_006,2025-12-21,OFF,0,0,0,NA,0,0,0
GPS_007,2025-12-21,OFF,0,0,0,NA,0,0,0
GPS_008,2025-12-21,OFF,0,0,0,NA,0,0,0
GPS_009,2025-12-21,OFF,0,0,0,NA,0,0,0
GPS_010,2025-12-21,OFF,0,0,0,NA,0,0,0
GPS_011,2025-12-21,OFF,0,0,0,NA,0,0,0
GPS_012,2025-12-21,OFF,0,0,0,NA,0,0,0
GPS_001,2025-12-22,PRACTICE,52.7,2127,402,7.43,17,6,65.8
GPS_002,2025-12-22,PRACTICE,32.1,1772,220,8.74,17,19,77.2
GPS_003,2025-12-22,PRACTICE,26.2,949,115,7.58,20,23,76.9
GPS_004,2025-12-22,PRACTICE,47.9,2513,80,6.97,14,10,63.1
GPS_005,2025-12-22,PRACTICE,43.9,2568,385,6.6,17,15,83.3
GPS_006,2025-12-22,PRACTICE,33.6,2158,215,7.66,12,17,70.4
GPS_007,2025-12-22,PRACTICE,41.5,1692,350,7.7,18,3,57.2
GPS_008,2025-12-22,PRACTICE,43.6,1948,396,5.86,11,23,80.4
GPS_009,2025-12-22,PRACTICE,34,2102,366,8.07,16,19,82.7
GPS_010,2025-12-22,PRACTICE,45.8,2690,523,7.71,22,6,82
GPS_011,2025-12-22,PRACTICE,34.7,1718,174,8.24,15,9,57.5
GPS_012,2025-12-22,PRACTICE,38.4,2035,320,7.41,28,16,94.4
GPS_001,2025-12-23,PRACTICE,49.8,2359,506,7.03,14,15,79.7
GPS_002,2025-12-23,PRACTICE,39,2340,510,7.6,18,12,81.2
GPS_003,2025-12-23,PRACTICE,24.5,1374,216,6.7,8,8,43.1
GPS_004,2025-12-23,PRACTICE,39.2,2021,361,8.44,15,24,87.7
GPS_005,2025-12-23,PRACTICE,24.2,1054,154,6.44,8,18,53.4
GPS_006,2025-12-23,PRACTICE,36.5,2021,139,7.7,11,26,79.2
GPS_007,2025-12-23,PRACTICE,35.3,1747,126,7.81,9,11,50.6
GPS_008,2025-12-23,PRACTICE,75.3,2491,435,7.21,6,15,67.3
GPS_009,2025-12-23,PRACTICE,47.2,2003,169,7.74,14,20,75.2
GPS_010,2025-12-23,PRACTICE,46.6,1622,281,6.88,5,19,59.3
GPS_011,2025-12-23,PRACTICE,44.1,2748,299,8.82,14,19,84.5
GPS_012,2025-12-23,PRACTICE,36.4,2493,204,8.48,21,18,88.5
GPS_001,2025-12-24,PRACTICE,15,1158,249,7.07,16,14,62.8
GPS_002,2025-12-24,PRACTICE,61,4574,599,8.51,10,14,96.7
GPS_003,2025-12-24,PRACTICE,36.6,1631,169,7.64,10,18,62.5
GPS_004,2025-12-24,PRACTICE,32.9,1296,147,5.5,20,13,66.1
GPS_005,2025-12-24,PRACTICE,35.4,1626,132,8.08,5,19,55.5
GPS_006,2025-12-24,PRACTICE,53.3,3509,574,7.8,15,4,77.9
GPS_007,2025-12-24,PRACTICE,49.8,2096,357,6.59,7,12,58.4
GPS_008,2025-12-24,PRACTICE,55.9,2518,436,7.32,16,17,85.6
GPS_009,2025-12-24,PRACTICE,44.9,2007,282,8.55,6,12,54.1
GPS_010,2025-12-24,PRACTICE,40.8,2023,468,7.44,17,18,84.4
GPS_011,2025-12-24,PRACTICE,39.4,2340,273,8.09,9,28,85.7
GPS_012,2025-12-24,PRACTICE,25.6,939,113,8.03,18,27,79.7
GPS_001,2025-12-25,PRACTICE,44.7,2338,401,6.68,22,12,84.4
GPS_002,2025-12-25,PRACTICE,38.5,1311,149,7.79,7,17,52.8
GPS_003,2025-12-25,PRACTICE,38,2407,206,7.9,11,15,68.2
GPS_004,2025-12-25,PRACTICE,53.1,3266,444,7.86,9,12,75.3
GPS_005,2025-12-25,PRACTICE,54.7,3025,335,6.37,16,18,89.6
GPS_006,2025-12-25,PRACTICE,67.8,3393,235,7.22,21,17,96.8
GPS_007,2025-12-25,PRACTICE,46.9,2966,663,5.66,16,14,91.2
GPS_008,2025-12-25,PRACTICE,41,2419,309,7.97,34,13,102.4
GPS_009,2025-12-25,PRACTICE,32.5,1305,131,7.81,15,18,65.8
GPS_010,2025-12-25,PRACTICE,41.6,3288,577,8.35,16,14,92.3
GPS_011,2025-12-25,PRACTICE,60.1,2754,249,7.51,15,6,65.3
GPS_012,2025-12-25,PRACTICE,39.5,1650,194,7.42,19,16,73.9
GPS_001,2025-12-26,PRACTICE,59.9,3421,577,7.31,15,15,93.6
GPS_002,2025-12-26,PRACTICE,39.7,2194,516,6.68,14,15,78.3
GPS_003,2025-12-26,PRACTICE,44.2,2391,225,7.25,13,15,71.5
GPS_004,2025-12-26,PRACTICE,68,2551,262,6.62,11,11,65.1
GPS_005,2025-12-26,PRACTICE,42.3,2261,254,9.54,23,11,80
GPS_006,2025-12-26,PRACTICE,26.7,1513,195,7.45,19,7,59
GPS_007,2025-12-26,PRACTICE,34.9,2657,424,7,23,22,104.7
GPS_008,2025-12-26,PRACTICE,30.9,1369,186,7.53,13,9,51.3
GPS_009,2025-12-26,PRACTICE,42.9,2588,240,9.07,17,16,81.4
GPS_010,2025-12-26,PRACTICE,36,1565,289,8.19,17,1,49.9
GPS_011,2025-12-26,PRACTICE,46,2559,267,10,6,14,62.3
GPS_012,2025-12-26,PRACTICE,59.1,2504,443,6.58,21,19,96.1
GPS_001,2025-12-27,OFF,0,0,0,NA,0,0,0
GPS_002,2025-12-27,OFF,0,0,0,NA,0,0,0
GPS_003,2025-12-27,OFF,0,0,0,NA,0,0,0
GPS_004,2025-12-27,OFF,0,0,0,NA,0,0,0
GPS_005,2025-12-27,OFF,0,0,0,NA,0,0,0
GPS_006,2025-12-27,OFF,0,0,0,NA,0,0,0
GPS_007,2025-12-27,OFF,0,0,0,NA,0,0,0
GPS_008,2025-12-27,OFF,0,0,0,NA,0,0,0
GPS_009,2025-12-27,OFF,0,0,0,NA,0,0,0
GPS_010,2025-12-27,OFF,0,0,0,NA,0,0,0
GPS_011,2025-12-27,OFF,0,0,0,NA,0,0,0
GPS_012,2025-12-27,OFF,0,0,0,NA,0,0,0
GPS_001,2025-12-28,OFF,0,0,0,NA,0,0,0
GPS_002,2025-12-28,OFF,0,0,0,NA,0,0,0
GPS_003,2025-12-28,OFF,0,0,0,NA,0,0,0
GPS_004,2025-12-28,OFF,0,0,0,NA,0,0,0
GPS_005,2025-12-28,OFF,0,0,0,NA,0,0,0
GPS_006,2025-12-28,OFF,0,0,0,NA,0,0,0
GPS_007,2025-12-28,OFF,0,0,0,NA,0,0,0
GPS_008,2025-12-28,OFF,0,0,0,NA,0,0,0
GPS_009,2025-12-28,OFF,0,0,0,NA,0,0,0
GPS_010,2025-12-28,OFF,0,0,0,NA,0,0,0
GPS_011,2025-12-28,OFF,0,0,0,NA,0,0,0
GPS_012,2025-12-28,OFF,0,0,0,NA,0,0,0
GPS_001,2025-12-29,PRACTICE,49,1920,446,7.93,21,22,94.8
GPS_002,2025-12-29,PRACTICE,48.9,3453,764,7.6,9,28,109.1
GPS_003,2025-12-29,PRACTICE,51.5,4056,535,6.64,16,17,103.4
GPS_004,2025-12-29,PRACTICE,35.5,1854,283,8.28,14,21,78.1
GPS_005,2025-12-29,PRACTICE,27.2,1429,174,7.08,16,19,71.1
GPS_006,2025-12-29,PRACTICE,50.5,2131,363,6.48,17,5,63.4
GPS_007,2025-12-29,PRACTICE,28.3,1579,305,6.82,28,14,86.4
GPS_008,2025-12-29,PRACTICE,32.5,2041,324,6.83,21,11,76.5
GPS_009,2025-12-29,PRACTICE,39.7,2410,371,8.09,18,13,79.9
GPS_010,2025-12-29,PRACTICE,47.9,2512,366,9.34,10,11,65.8
GPS_011,2025-12-29,PRACTICE,48.4,3180,350,7.89,24,16,100.5
GPS_012,2025-12-29,PRACTICE,22.7,1614,135,7.49,19,17,73.5
GPS_001,2025-12-30,PRACTICE,44.6,2194,499,7.85,17,11,76.4
GPS_002,2025-12-30,PRACTICE,23.4,1333,204,6.83,13,19,66.4
GPS_003,2025-12-30,PRACTICE,65.6,4241,122,7.1,7,24,92
GPS_004,2025-12-30,PRACTICE,32.1,1588,295,7.78,20,11,69.8
GPS_005,2025-12-30,PRACTICE,59.7,3218,400,7.01,15,19,93.2
GPS_006,2025-12-30,PRACTICE,38.4,1572,195,7.09,22,20,83.6
GPS_007,2025-12-30,PRACTICE,48.5,2099,497,6.68,21,10,79.9
GPS_008,2025-12-30,PRACTICE,33.6,921,191,8.11,15,13,56
GPS_009,2025-12-30,PRACTICE,43.2,1956,199,8.22,13,15,66.5
GPS_010,2025-12-30,PRACTICE,48.4,2272,542,8.32,23,16,94.8
GPS_011,2025-12-30,PRACTICE,58,3697,293,8.03,19,20,102.8
GPS_012,2025-12-30,PRACTICE,35.4,1452,129,8.4,17,15,65.7
GPS_001,2025-12-31,PRACTICE,25.6,1320,220,9.32,23,17,78.7
GPS_002,2025-12-31,PRACTICE,29.1,1402,184,7.39,26,14,78.6
