athlete_id,date,session_type,minutes,distance_m,hid_m,peak_speed_m_s,accel_hi_count,decel_hi_count,player_load
GPS_003,2025-12-08,PRACTICE,39.4,2532,245,7.58,13,24,86.9
GPS_004,2025-12-08,PRACTICE,46.2,2197,220,6.97,11,11,60.5
GPS_005,2025-12-08,PRACTICE,52.4,2639,296,6.6,23,19,96.8
GPS_006,2025-12-08,PRACTICE,37.9,3079,477,7.66,19,20,101.2
GPS_007,2025-12-08,PRACTICE,57.2,2506,390,7.7,23,10,84.3
GPS_008,2025-12-08,PRACTICE,33.2,1520,327,5.86,13,13,62.4
GPS_009,2025-12-08,PRACTICE,63,3215,446,8.07,17,15,91.3
GPS_010,2025-12-08,PRACTICE,50.6,3244,676,7.71,17,16,98.8
GPS_011,2025-12-08,PRACTICE,38.2,802,78,8.24,6,20,49
GPS_012,2025-12-08,PRACTICE,19.7,1458,163,7.41,21,15,72.7
GPS_001,2025-12-09,PRACTICE,37.8,1551,339,7.03,16,17,73.5
GPS_002,2025-12-09,PRACTICE,38.4,1519,249,7.6,18,14,69.4
GPS_003,2025-12-09,PRACTICE,57.2,2796,315,6.7,19,19,92.8
GPS_004,2025-12-09,PRACTICE,46,2730,349,8.44,16,10,75
GPS_005,2025-12-09,PRACTICE,22.9,997,122,6.44,7,28,65.5
GPS_006,2025-12-09,PRACTICE,44.9,1472,156,7.7,19,4,53.1
GPS_007,2025-12-09,PRACTICE,32.1,1520,341,7.81,19,14,73.2
GPS_008,2025-12-09,PRACTICE,24.1,1351,256,7.21,14,8,52.9
GPS_009,2025-12-09,PRACTICE,51.6,3181,447,7.74,20,22,106
GPS_010,2025-12-09,PRACTICE,48.3,3115,492,6.88,16,15,90
GPS_011,2025-12-09,PRACTICE,37.8,1812,205,8.82,6,10,47.3
GPS_012,2025-12-09,PRACTICE,57.1,3874,666,8.48,19,9,97.4
GPS_001,2025-12-10,PRACTICE,38.7,2520,479,7.07,17,17,88.2
GPS_002,2025-12-10,PRACTICE,24.3,1158,266,8.51,22,7,61.7
GPS_003,2025-12-10,PRACTICE,51.6,3201,390,7.64,9,13,74.8
GPS_004,2025-12-10,PRACTICE,34.9,2220,71,5.5,11,20,70.5
GPS_005,2025-12-10,PRACTICE,43.4,1651,248,8.08,8,32,82.7
GPS_006,2025-12-10,PRACTICE,32.3,2212,220,7.8,11,14,65.1
GPS_007,2025-12-10,PRACTICE,28.3,1463,192,6.59,19,15,70.4
GPS_008,2025-12-10,PRACTICE,46.6,2694,576,7.32,20,31,117.8
GPS_009,2025-12-10,PRACTICE,32.6,1680,292,8.55,14,21,76.6
GPS_010,2025-12-10,PRACTICE,36.3,1643,232,7.44,12,27,80.7
GPS_011,2025-12-10,PRACTICE,49.6,3399,345,8.09,9,10,71.1
GPS_012,2025-12-10,PRACTICE,15.1,1001,158,8.03,26,17,78.4
GPS_001,2025-12-11,PRACTICE,32.2,1327,177,6.68,21,19,77.7
GPS_002,2025-12-11,PRACTICE,58.1,3038,534,7.79,9,16,81.2
GPS_003,2025-12-11,PRACTICE,41.9,2439,383,7.9,16,11,74.5
GPS_004,2025-12-11,PRACTICE,24.3,821,147,7.86,14,15,55.4
GPS_005,2025-12-11,PRACTICE,41.5,1982,289,6.37,16,1,52.6
GPS_006,2025-12-11,PRACTICE,42.5,2443,168,7.22,17,15,76.6
GPS_007,2025-12-11,PRACTICE,33.9,1654,232,5.66,28,25,101.8
GPS_008,2025-12-11,PRACTICE,34.8,1080,202,7.97,21,20,77.3
GPS_009,2025-12-11,PRACTICE,41.6,1536,129,7.81,18,18,72.6
GPS_010,2025-12-11,PRACTICE,50.8,2175,464,8.35,10,13,67.8
GPS_011,2025-12-11,PRACTICE,33.2,1802,196,7.51,24,9,72.4
GPS_012,2025-12-11,PRACTICE,49.5,1655,135,7.42,19,21,79.9
GPS_001,2025-12-12,PRACTICE,22.4,1293,244,7.31,17,30,89.5
GPS_002,2025-12-12,PRACTICE,62.9,4005,498,6.68,13,14,93
GPS_003,2025-12-12,PRACTICE,50.1,2333,242,7.25,7,12,57.9
GPS_004,2025-12-12,PRACTICE,35.5,2213,251,6.62,20,17,83.9
GPS_005,2025-12-12,PRACTICE,40.9,2566,208,9.54,15,14,74.4
GPS_006,2025-12-12,PRACTICE,29.1,1520,249,7.45,22,20,84.4
GPS_007,2025-12-12,PRACTICE,32.2,1569,324,7,21,14,76.3
GPS_008,2025-12-12,PRACTICE,45.1,2279,464,7.53,15,27,97.4
GPS_009,2025-12-12,PRACTICE,20.3,666,94,9.07,13,12,46.5
GPS_010,2025-12-12,PRACTICE,49.1,2867,557,8.19,23,23,111.6
GPS_011,2025-12-12,PRACTICE,50.8,2845,332,10,19,19,93.8
GPS_012,2025-12-12,PRACTICE,43.3,2203,265,6.58,17,14,75.2
GPS_001,2025-12-13,OFF,0,0,0,NA,0,0,0
GPS_002,2025-12-13,OFF,0,0,0,NA,0,0,0
GPS_003,2025-12-13,OFF,0,0,0,NA,0,0,0
GPS_004,2025-12-13,OFF,0,0,0,NA,0,0,0
GPS_005,2025-12-13,OFF,0,0,0,NA,0,0,0
GPS_006,2025-12-13,OFF,0,0,0,NA,0,0,0
GPS_007,2025-12-13,OFF,0,0,0,NA,0,0,0
GPS_008,2025-12-13,OFF,0,0,0,NA,0,0,0
GPS_009,2025-12-13,OFF,0,0,0,NA,0,0,0
GPS_010,2025-12-13,OFF,0,0,0,NA,0,0,0
GPS_011,2025-12-13,OFF,0,0,0,NA,0,0,0
GPS_012,2025-12-13,OFF,0,0,0,NA,0,0,0
GPS_001,2025-12-14,OFF,0,0,0,NA,0,0,0
GPS_002,2025-12-14,OFF,0,0,0,NA,0,0,0
GPS_003,2025-12-14,OFF,0,0,0,NA,0,0,0
GPS_004,2025-12-14,OFF,0,0,0,NA,0,0,0
GPS_005,2025-12-14,OFF,0,0,0,NA,0,0,0
GPS_006,2025-12-14,OFF,0,0,0,NA,0,0,0
GPS_007,2025-12-14,OFF,0,0,0,NA,0,0,0
GPS_008,2025-12-14,OFF,0,0,0,NA,0,0,0
GPS_009,2025-12-14,OFF,0,0,0,NA,0,0,0
GPS_010,2025-12-14,OFF,0,0,0,NA,0,0,0
GPS_011,2025-12-14,OFF,0,0,0,NA,0,0,0
GPS_012,2025-12-14,OFF,0,0,0,NA,0,0,0
GPS_001,2025-12-15,PRACTICE,50.9,2411,414,7.93,18,18,88.4
GPS_002,2025-12-15,PRACTICE,42.9,2572,292,7.6,14,19,82.5
GPS_003,2025-12-15,PRACTICE,55.5,3117,453,6.64,20,16,96.5
GPS_004,2025-12-15,PRACTICE,44.9,2313,243,8.28,12,25,84.7
GPS_005,2025-12-15,PRACTICE,24,1048,144,7.08,16,24,74.1
GPS_006,2025-12-15,PRACTICE,29.9,1659,155,6.48,17,17,71.5
GPS_007,2025-12-15,PRACTICE,43.7,2161,483,6.82,16,22,90.7
GPS_008,2025-12-15,PRACTICE,37.5,1240,159,6.83,20,29,89.9
GPS_009,2025-12-15,PRACTICE,51.5,2188,259,8.09,11,10,59.9
GPS_010,2025-12-15,PRACTICE,43.6,1516,266,9.34,12,23,74.3
GPS_011,2025-12-15,PRACTICE,30.3,1891,144,7.89,17,13,67.5
GPS_012,2025-12-15,PRACTICE,36.2,2479,320,7.49,13,21,83.8
GPS_001,2025-12-16,PRACTICE,52.7,4069,687,7.85,19,17,111.9
GPS_002,2025-12-16,PRACTICE,32.1,2403,566,6.83,8,18,77.2
GPS_003,2025-12-16,PRACTICE,26.2,1171,164,7.1,14,19,65.3
GPS_004,2025-12-16,PRACTICE,47.9,1886,268,7.78,5,18,60.1
GPS_005,2025-12-16,PRACTICE,43.9,2018,352,7.01,26,21,99.5
GPS_006,2025-12-16,PRACTICE,33.6,2215,211,7.09,17,21,84.4
GPS_007,2025-12-16,PRACTICE,41.5,1746,279,6.68,16,18,75.4
GPS_008,2025-12-16,PRACTICE,43.6,1965,267,8.11,13,21,77.3
GPS_009,2025-12-16,PRACTICE,34,1516,187,8.22,14,22,73.8
GPS_010,2025-12-16,PRACTICE,45.8,2273,419,8.32,5,14,61.7
GPS_011,2025-12-16,PRACTICE,34.7,2063,327,8.03,15,31,97.8
GPS_012,2025-12-16,PRACTICE,38.4,1406,121,8.4,13,9,50.1
GPS_001,2025-12-17,PRACTICE,49.8,2603,514,9.32,18,16,89.9
GPS_002,2025-12-17,PRACTICE,39,1329,231,7.39,12,14,58.1
GPS_003,2025-12-17,PRACTICE,24.5,1550,205,7.29,17,5,53.6
GPS_004,2025-12-17,PRACTICE,39.2,2414,368,6.99,17,28,100.9
GPS_005,2025-12-17,PRACTICE,24.2,1335,163,9.2,25,14,75.9
GPS_006,2025-12-17,PRACTICE,36.5,1826,311,7.78,18,12,71
GPS_007,2025-12-17,PRACTICE,35.3,2234,347,6.5,21,5,70
GPS_008,2025-12-17,PRACTICE,75.3,4443,633,7.69,19,25,126.3
GPS_009,2025-12-17,PRACTICE,47.2,1896,292,7.25,11,12,60.8
GPS_010,2025-12-17,PRACTICE,46.6,3682,845,7.65,12,22,109
GPS_011,2025-12-17,PRACTICE,44.1,2022,222,6.98,14,17,72.3
GPS_012,2025-12-17,PRACTICE,36.4,1522,127,7.4,9,26,70.9
GPS_001,2025-12-18,PRACTICE,15,856,180,8.29,21,5,52.1
GPS_002,2025-12-18,PRACTICE,61,3376,638,6.38,15,14,93.2
GPS_003,2025-12-18,PRACTICE,36.6,1979,57,6.41,16,11,61.7
GPS_004,2025-12-18,PRACTICE,32.9,1235,229,7.36,17,24,79.6
GPS_005,2025-12-18,PRACTICE,35.4,1892,235,6.54,22,22,90.8
GPS_006,2025-12-18,PRACTICE,53.3,3014,374,7.48,14,12,78.5
GPS_007,2025-12-18,PRACTICE,49.8,3790,636,9.3,10,28,110.8
GPS_008,2025-12-18,PRACTICE,55.9,2475,515,7.17,19,20,96.1
GPS_009,2025-12-18,PRACTICE,44.9,2708,276,7.1,9,10,62.5
GPS_010,2025-12-18,PRACTICE,40.8,1774,238,5.4,14,13,64.2
GPS_011,2025-12-18,PRACTICE,39.4,2192,174,7.82,16,21,81.8
GPS_012,2025-12-18,PRACTICE,25.6,1088,96,6.23,6,22,55.3
GPS_001,2025-12-19,PRACTICE,44.7,1410,327,7.45,15,7,55.3
GPS_002,2025-12-19,PRACTICE,38.5,1087,241,7.73,22,12,67.9
GPS_003,2025-12-19,PRACTICE,38,2340,260,5.95,19,9,71.9
GPS_004,2025-12-19,PRACTICE,53.1,2828,250,8.96,19,9,76.5
GPS_005,2025-12-19,PRACTICE,54.7,3094,412,6.66,15,23,98.2
GPS_006,2025-12-19,PRACTICE,67.8,2092,216,8.2,18,16,77.3
GPS_007,2025-12-19,PRACTICE,46.9,2390,461,6.9,13,21,86.4
GPS_008,2025-12-19,PRACTICE,41,2195,349,6.36,23,7,75.7
GPS_009,2025-12-19,PRACTICE,32.5,2267,388,6.76,14,8,65.4
GPS_010,2025-12-19,PRACTICE,41.6,1882,274,7.49,25,27,103.7
GPS_011,2025-12-19,PRACTICE,60.1,3658,317,7.3,4,17,76
GPS_012,2025-12-19,PRACTICE,39.5,2063,222,7.65,13,23,80.2
GPS_001,2025-12-20,OFF,0,0,0,NA,0,0,0
GPS_002,2025-12-20,OFF,0,0,0,NA,0,0,0
GPS_003,2025-12-20,OFF,0,0,0,NA,0,0,0
GPS_004,2025-12-20,OFF,0,0,0,NA,0,0,0
GPS_005,2025-12-20,OFF,0,0,0,NA,0,0,0
GPS_006,2025-12-20,OFF,0,0,0,NA,0,0,0
GPS_007,2025-12-20,OFF,0,0,0,NA,0,0,0
GPS_008,2025-12-20,OFF,0,0,0,NA,0,0,0
GPS_009,2025-12-20,OFF,0,0,0,NA,0,0,0
GPS_010,2025-12-20,OFF,0,0,0,NA,0,0,0
GPS_011,2025-12-20,OFF,0,0,0,NA,0,0,0
GPS_012,2025-12-20,OFF,0,0,0,NA,0,0,0
GPS_001,2025-12-21,OFF,0,0,0,NA,0,0,0
GPS_002,2025-12-21,OFF,0,0,0,NA,0,0,0
GPS_003,2025-12-21,OFF,0,0,0,NA,0,0,0
GPS_004,2025-12-21,OFF,0,0,0,NA,0,0,0
GPS_005,2025-12-21,OFF,0,0,0,NA,0,0,0
GPS_006,2025-12-21,OFF,0,0,0,NA,0,0,0
GPS_007,2025-12-21,OFF,0,0,0,NA,0,0,0
GPS_008,2025-12-21,OFF,0,0,0,NA,0,0,0
GPS_009,2025-12-21,OFF,0,0,0,NA,0,0,0
GPS_010,2025-12-21,OFF,0,0,0,NA,0,0,0
GPS_011,2025-12-21,OFF,0,0,0,NA,0,0,0
GPS_012,2025-12-21,OFF,0,0,0,NA,0,0,0
GPS_001,2025-12-22,PRACTICE,54,2656,583,7.52,21,3,77.1
GPS_002,2025-12-22,PRACTICE,26.8,1524,291,7.75,31,17,94.5
GPS_003,2025-12-22,PRACTICE,35.4,2289,282,9.21,9,13,63
GPS_004,2025-12-22,PRACTICE,21.7,1074,139,8.19,20,7,54.7
GPS_005,2025-12-22,PRACTICE,39.5,2128,279,6.22,10,29,86.8
GPS_006,2025-12-22,PRACTICE,36.7,1502,264,6.46,12,21,71.1
GPS_007,2025-12-22,PRACTICE,52.4,2265,418,7.31,13,31,99.1
GPS_008,2025-12-22,PRACTICE,46.4,1271,257,7.8,14,21,71.6
GPS_009,2025-12-22,PRACTICE,38.9,1760,208,8.19,24,19,87.3
GPS_010,2025-12-22,PRACTICE,56.3,2644,508,8.17,22,8,84.1
GPS_011,2025-12-22,PRACTICE,40.5,2579,319,7.33,21,12,83.3
GPS_012,2025-12-22,PRACTICE,55.8,2289,195,8.99,18,14,75.8
GPS_001,2025-12-23,PRACTICE,49,2529,350,6.8,21,15,88
GPS_002,2025-12-23,PRACTICE,48.9,2356,602,7.53,14,13,79.1
GPS_003,2025-12-23,PRACTICE,51.5,2497,410,7.39,13,27,95.2
GPS_004,2025-12-23,PRACTICE,35.5,1914,267,6.7,10,23,75.3
GPS_005,2025-12-23,PRACTICE,27.2,1856,319,7.29,10,17,67
GPS_006,2025-12-23,PRACTICE,50.5,2039,192,8.33,20,14,76.2
GPS_007,2025-12-23,PRACTICE,28.3,1689,294,8.22,13,27,84.2
GPS_008,2025-12-23,PRACTICE,32.5,1470,223,6.47,9,25,71.3
GPS_009,2025-12-23,PRACTICE,39.7,1614,146,7.7,24,8,67.8
GPS_010,2025-12-23,PRACTICE,47.9,2943,519,7.86,24,16,102.4
GPS_011,2025-12-23,PRACTICE,48.4,1888,211,8.52,22,12,75.2
GPS_012,2025-12-23,PRACTICE,22.7,966,134,6.92,15,15,58
GPS_001,2025-12-24,PRACTICE,44.6,2813,444,7.8,6,18,75.2
GPS_002,2025-12-24,PRACTICE,23.4,1202,234,7.52,21,14,70.4
GPS_003,2025-12-24,PRACTICE,65.6,4535,356,6.34,16,26,117.3
GPS_004,2025-12-24,PRACTICE,32.1,2598,261,7.29,12,17,76
GPS_005,2025-12-24,PRACTICE,59.7,3260,514,7.45,16,11,85.9
GPS_006,2025-12-24,PRACTICE,38.4,2325,286,7.76,13,7,60.4
GPS_007,2025-12-24,PRACTICE,48.5,2605,405,9.2,21,24,103.7
GPS_008,2025-12-24,PRACTICE,33.6,1564,293,8.56,8,13,54.5
GPS_009,2025-12-24,PRACTICE,43.2,1943,294,8.2,22,9,73.3
GPS_010,2025-12-24,PRACTICE,48.4,3087,553,7.11,13,18,91.2
GPS_011,2025-12-24,PRACTICE,58,3492,252,7.35,19,23,104.2
GPS_012,2025-12-24,PRACTICE,35.4,2035,291,7.45,11,15,66.6
GPS_001,2025-12-25,PRACTICE,25.6,1581,218,7.82,19,23,84.3
GPS_002,2025-12-25,PRACTICE,29.1,1183,225,6.63,6,15,49
GPS_003,2025-12-25,PRACTICE,43.3,1775,186,7.87,9,16,59.9
GPS_004,2025-12-25,PRACTICE,44.7,2421,288,6.67,23,23,100.4
GPS_005,2025-12-25,PRACTICE,39.1,2275,224,9.33,1,12,47.8
GPS_006,2025-12-25,PRACTICE,42.5,2746,261,7.33,19,14,83.5
GPS_007,2025-12-25,PRACTICE,38.7,2635,485,7.14,15,6,70
GPS_008,2025-12-25,PRACTICE,37.6,2045,615,7.54,9,16,73.3
GPS_009,2025-12-25,PRACTICE,65.6,2685,332,6.65,12,7,63.6
GPS_010,2025-12-25,PRACTICE,42.9,1711,238,7.48,17,19,77.1
GPS_011,2025-12-25,PRACTICE,54.8,2323,267,6.82,14,20,80.9
GPS_012,2025-12-25,PRACTICE,69.5,4666,626,6.77,18,18,116.3
GPS_001,2025-12-26,PRACTICE,28.1,1594,340,7.42,18,18,78.4
GPS_002,2025-12-26,PRACTICE,40.6,2764,484,7.71,28,28,123.7
GPS_003,2025-12-26,PRACTICE,42,1904,236,7.45,13,13,63.9
GPS_004,2025-12-26,PRACTICE,54.7,2840,384,6.53,19,23,101
GPS_005,2025-12-26,PRACTICE,38.6,2282,210,6.89,14,6,58.1
GPS_006,2025-12-26,PRACTICE,45.3,2548,161,7.04,8,24,77.5
GPS_007,2025-12-26,PRACTICE,43.9,1763,243,8.18,18,17,76.2
GPS_008,2025-12-26,PRACTICE,45.9,1695,259,7.25,6,13,51.9
GPS_009,2025-12-26,PRACTICE,35.3,946,162,7.69,20,27,84
GPS_010,2025-12-26,PRACTICE,69,4096,733,7.07,16,15,105.8
GPS_011,2025-12-26,PRACTICE,30,1765,268,8.37,19,21,84.3
GPS_012,2025-12-26,PRACTICE,38.7,2032,268,6.65,10,21,73.5
GPS_001,2025-12-27,OFF,0,0,0,NA,0,0,0
GPS_002,2025-12-27,OFF,0,0,0,NA,0,0,0
GPS_003,2025-12-27,OFF,0,0,0,NA,0,0,0
GPS_004,2025-12-27,OFF,0,0,0,NA,0,0,0
GPS_005,2025-12-27,OFF,0,0,0,NA,0,0,0
GPS_006,2025-12-27,OFF,0,0,0,NA,0,0,0
GPS_007,2025-12-27,OFF,0,0,0,NA,0,0,0
GPS_008,2025-12-27,OFF,0,0,0,NA,0,0,0
GPS_009,2025-12-27,OFF,0,0,0,NA,0,0,0
GPS_010,2025-12-27,OFF,0,0,0,NA,0,0,0
GPS_011,2025-12-27,OFF,0,0,0,NA,0,0,0
GPS_012,2025-12-27,OFF,0,0,0,NA,0,0,0
GPS_001,2025-12-28,OFF,0,0,0,NA,0,0,0
GPS_002,2025-12-28,OFF,0,0,0,NA,0,0,0
GPS_003,2025-12-28,OFF,0,0,0,NA,0,0,0
GPS_004,2025-12-28,OFF,0,0,0,NA,0,0,0
GPS_005,2025-12-28,OFF,0,0,0,NA,0,0,0
GPS_006,2025-12-28,OFF,0,0,0,NA,0,0,0
GPS_007,2025-12-28,OFF,0,0,0,NA,0,0,0
GPS_008,2025-12-28,OFF,0,0,0,NA,0,0,0
GPS_009,2025-12-28,OFF,0,0,0,NA,0,0,0
GPS_010,2025-12-28,OFF,0,0,0,NA,0,0,0
GPS_011,2025-12-28,OFF,0,0,0,NA,0,0,0
GPS_012,2025-12-28,OFF,0,0,0,NA,0,0,0
GPS_001,2025-12-29,PRACTICE,51.9,2435,397,6.55,16,26,97.3
GPS_002,2025-12-29,PRACTICE,54.2,2658,672,7.12,13,20,92.9
GPS_003,2025-12-29,PRACTICE,37.6,2061,176,7.53,9,26,77.5
GPS_004,2025-12-29,PRACTICE,45.5,1318,156,5.64,14,1,39.6
GPS_005,2025-12-29,PRACTICE,40.9,1871,244,7.19,9,16,62.3
GPS_006,2025-12-29,PRACTICE,28.5,1534,207,8.66,17,22,79
GPS_007,2025-12-29,PRACTICE,32.5,1875,317,7.33,13,15,68.7
GPS_008,2025-12-29,PRACTICE,39,1647,305,6.46,14,18,72.1
GPS_009,2025-12-29,PRACTICE,44.8,2070,281,7.71,6,17,62.2
GPS_010,2025-12-29,PRACTICE,54.9,1908,448,5.95,25,20,97.8
GPS_011,2025-12-29,PRACTICE,50.6,2904,358,7.06,15,17,86
GPS_012,2025-12-29,PRACTICE,28.9,1709,228,6.98,14,16,67.8
GPS_001,2025-12-30,PRACTICE,48.3,2499,435,6.02,22,15,91.4
GPS_002,2025-12-30,PRACTICE,32.5,1714,286,7.63,10,16,63.3
GPS_003,2025-12-30,PRACTICE,51.5,1344,218,7.86,11,18,62.4
GPS_004,2025-12-30,PRACTICE,32,2154,213,8.31,19,10,70.4
GPS_005,2025-12-30,PRACTICE,29,1429,256,8.75,20,14,71.7
GPS_006,2025-12-30,PRACTICE,42.9,1980,298,7.08,6,20,66.3
GPS_007,2025-12-30,PRACTICE,33.5,1764,248,8.13,16,14,68.8
GPS_008,2025-12-30,PRACTICE,53.2,3128,701,7.06,16,18,99.8
GPS_009,2025-12-30,PRACTICE,31,2139,274,7.75,16,33,101.7
GPS_010,2025-12-30,PRACTICE,47.4,2683,275,6.83,21,21,96.7
GPS_011,2025-12-30,PRACTICE,52.4,2130,275,7.44,8,8,52.2
GPS_012,2025-12-30,PRACTICE,38.3,1979,201,8.49,13,18,71.3
GPS_001,2025-12-31,PRACTICE,46.7,2507,548,7.73,8,22,83.8
GPS_002,2025-12-31,PRACTICE,35.8,1939,364,7.18,14,4,55.5
