athlete_id,date,session_type,minutes,distance_m,hid_m,peak_speed_m_s,accel_hi_count,decel_hi_count,player_load
GPS_004,2025-12-09,PRACTICE,36.1,2009,261,7.98,20,22,89.6
GPS_005,2025-12-09,PRACTICE,44.5,2514,310,9.08,14,19,82.4
GPS_006,2025-12-09,PRACTICE,54.7,3162,263,7.61,20,12,86.2
GPS_007,2025-12-09,PRACTICE,44.6,2264,474,8.61,13,23,88.5
GPS_008,2025-12-09,PRACTICE,48.9,2282,321,6.57,18,16,81.9
GPS_009,2025-12-09,PRACTICE,32.2,1590,227,7.45,18,10,63.6
GPS_010,2025-12-09,PRACTICE,37.3,2167,399,7.3,17,14,78.2
GPS_011,2025-12-09,PRACTICE,41.6,2015,239,6.28,4,16,56.1
GPS_012,2025-12-09,PRACTICE,43.5,1404,207,7.87,21,18,77.7
GPS_001,2025-12-10,PRACTICE,47.6,2866,422,6.55,16,11,79.7
GPS_002,2025-12-10,PRACTICE,40.1,2202,297,7.9,22,22,95.5
GPS_003,2025-12-10,PRACTICE,50.1,2272,306,6.87,16,17,79.9
GPS_004,2025-12-10,PRACTICE,44.8,2241,378,7.06,22,16,88.8
GPS_005,2025-12-10,PRACTICE,27.8,1576,269,7.2,18,7,60
GPS_006,2025-12-10,PRACTICE,45.8,3194,384,6.33,28,16,107.5
GPS_007,2025-12-10,PRACTICE,24.1,1534,266,8.34,20,19,80.5
GPS_008,2025-12-10,PRACTICE,35.3,1630,423,7.1,19,13,74.9
GPS_009,2025-12-10,PRACTICE,45,3531,611,8.21,19,8,91.1
GPS_010,2025-12-10,PRACTICE,28.3,1872,209,7.35,20,21,85.4
GPS_011,2025-12-10,PRACTICE,40.8,2352,214,7.36,19,15,79.9
GPS_012,2025-12-10,PRACTICE,41,2317,223,6.59,15,15,73.8
GPS_001,2025-12-11,PRACTICE,40.7,1926,340,7.94,22,17,86.3
GPS_002,2025-12-11,PRACTICE,32.7,1904,468,7.54,13,13,69.7
GPS_003,2025-12-11,PRACTICE,48.3,2873,309,7.13,24,24,108.4
GPS_004,2025-12-11,PRACTICE,49.5,2537,348,8.13,23,11,85.1
GPS_005,2025-12-11,PRACTICE,37.9,2173,238,7.8,18,17,80.2
GPS_006,2025-12-11,PRACTICE,46.5,2019,284,7.55,22,6,69.3
GPS_007,2025-12-11,PRACTICE,33.2,2152,485,7.51,19,5,69.6
GPS_008,2025-12-11,PRACTICE,42.2,2178,232,8.41,12,22,78.6
GPS_009,2025-12-11,PRACTICE,50,1665,271,7.41,16,24,83.4
GPS_010,2025-12-11,PRACTICE,44.6,2127,344,9.12,20,22,92.9
GPS_011,2025-12-11,PRACTICE,43.5,2407,304,7.87,3,21,67.7
GPS_012,2025-12-11,PRACTICE,56.1,3302,209,7.33,8,10,65.3
GPS_001,2025-12-12,PRACTICE,34.1,1378,228,8.39,11,22,69
GPS_002,2025-12-12,PRACTICE,50.2,2663,337,6.34,24,10,86
GPS_003,2025-12-12,PRACTICE,44.4,2284,310,8.49,10,28,87.6
GPS_004,2025-12-12,PRACTICE,34.3,1628,180,5.9,12,27,79.3
GPS_005,2025-12-12,PRACTICE,41.3,1755,207,8.27,9,19,64.7
GPS_006,2025-12-12,PRACTICE,38.1,1455,189,8.53,4,21,56.8
GPS_007,2025-12-12,PRACTICE,49,2688,241,6.16,22,15,88.4
GPS_008,2025-12-12,PRACTICE,46.3,1892,404,7.23,18,24,92
GPS_009,2025-12-12,PRACTICE,22.8,1006,123,6.68,18,14,61.1
GPS_010,2025-12-12,PRACTICE,59.3,3597,460,7.52,16,7,82
GPS_011,2025-12-12,PRACTICE,19.6,923,97,6.92,16,14,56.6
GPS_012,2025-12-12,PRACTICE,49.2,2744,311,7.1,19,21,95.2
GPS_001,2025-12-13,OFF,0,0,0,NA,0,0,0
GPS_002,2025-12-13,OFF,0,0,0,NA,0,0,0
GPS_003,2025-12-13,OFF,0,0,0,NA,0,0,0
GPS_004,2025-12-13,OFF,0,0,0,NA,0,0,0
GPS_005,2025-12-13,OFF,0,0,0,NA,0,0,0
GPS_006,2025-12-13,OFF,0,0,0,NA,0,0,0
GPS_007,2025-12-13,OFF,0,0,0,NA,0,0,0
GPS_008,2025-12-13,OFF,0,0,0,NA,0,0,0
GPS_009,2025-12-13,OFF,0,0,0,NA,0,0,0
GPS_010,2025-12-13,OFF,0,0,0,NA,0,0,0
GPS_011,2025-12-13,OFF,0,0,0,NA,0,0,0
GPS_012,2025-12-13,OFF,0,0,0,NA,0,0,0
GPS_001,2025-12-14,OFF,0,0,0,NA,0,0,0
GPS_002,2025-12-14,OFF,0,0,0,NA,0,0,0
GPS_003,2025-12-14,OFF,0,0,0,NA,0,0,0
GPS_004,2025-12-14,OFF,0,0,0,NA,0,0,0
GPS_005,2025-12-14,OFF,0,0,0,NA,0,0,0
GPS_006,2025-12-14,OFF,0,0,0,NA,0,0,0
GPS_007,2025-12-14,OFF,0,0,0,NA,0,0,0
GPS_008,2025-12-14,OFF,0,0,0,NA,0,0,0
GPS_009,2025-12-14,OFF,0,0,0,NA,0,0,0
GPS_010,2025-12-14,OFF,0,0,0,NA,0,0,0
GPS_011,2025-12-14,OFF,0,0,0,NA,0,0,0
GPS_012,2025-12-14,OFF,0,0,0,NA,0,0,0
GPS_001,2025-12-15,PRACTICE,55.3,4014,499,5.76,21,7,94.6
GPS_002,2025-12-15,PRACTICE,41.8,2208,394,7.87,4,20,67.9
GPS_003,2025-12-15,PRACTICE,35.9,2002,302,6.22,24,12,81.6
GPS_004,2025-12-15,PRACTICE,24.6,1434,116,6.53,29,14,81.7
GPS_005,2025-12-15,PRACTICE,36,2032,269,6,24,30,108
GPS_006,2025-12-15,PRACTICE,32.5,1923,143,8.03,18,12,67.8
GPS_007,2025-12-15,PRACTICE,27.7,1384,253,6.55,9,19,62.2
GPS_008,2025-12-15,PRACTICE,45.2,2227,586,6.24,12,16,78.9
GPS_009,2025-12-15,PRACTICE,37,1495,86,5.48,14,17,63.6
GPS_010,2025-12-15,PRACTICE,46.7,2287,404,8.55,21,28,106.5
GPS_011,2025-12-15,PRACTICE,33.9,1630,129,7.16,11,16,60
GPS_012,2025-12-15,PRACTICE,63.6,2956,-4,6.59,12,16,71.5
GPS_001,2025-12-16,PRACTICE,69.1,3998,940,6.92,10,28,120.5
GPS_002,2025-12-16,PRACTICE,57.7,3210,485,6.1,12,24,98.2
GPS_003,2025-12-16,PRACTICE,40.9,1684,142,8.67,9,19,62.4
GPS_004,2025-12-16,PRACTICE,48.8,2344,237,7.11,26,19,96.9
GPS_005,2025-12-16,PRACTICE,27.3,1504,188,7.04,14,21,72.2
GPS_006,2025-12-16,PRACTICE,28,1572,175,8.11,16,22,77.1
GPS_007,2025-12-16,PRACTICE,37.3,2003,376,8.28,14,26,89.4
GPS_008,2025-12-16,PRACTICE,59.8,2757,511,8.09,25,14,98.8
GPS_009,2025-12-16,PRACTICE,39.7,2780,448,6.81,22,17,97.5
GPS_010,2025-12-16,PRACTICE,51.7,2963,788,6.25,11,8,77.8
GPS_011,2025-12-16,PRACTICE,41.5,1912,264,6.88,25,25,100.7
GPS_012,2025-12-16,PRACTICE,38.4,2515,281,7.36,14,20,83.2
GPS_001,2025-12-17,PRACTICE,44.1,2122,495,7.21,24,0,69.6
GPS_002,2025-12-17,PRACTICE,40.6,2852,379,8.24,14,22,92
GPS_003,2025-12-17,PRACTICE,57.3,3025,279,8.02,12,23,89.7
GPS_004,2025-12-17,PRACTICE,28.1,1165,193,7.14,16,20,70.5
GPS_005,2025-12-17,PRACTICE,43.1,2466,388,7.84,11,23,85.3
GPS_006,2025-12-17,PRACTICE,41.7,2732,372,7.49,19,18,92.1
GPS_007,2025-12-17,PRACTICE,40.6,1787,167,7.52,14,15,65.5
GPS_008,2025-12-17,PRACTICE,35.3,1468,307,7.7,15,13,64.3
GPS_009,2025-12-17,PRACTICE,49.5,2747,226,8.84,14,6,63.1
GPS_010,2025-12-17,PRACTICE,26.5,880,217,7.35,25,18,78.7
GPS_011,2025-12-17,PRACTICE,49.9,2449,336,6.98,23,11,83.9
GPS_012,2025-12-17,PRACTICE,19,883,89,6.34,16,15,57.6
GPS_001,2025-12-18,PRACTICE,58.3,3465,819,7.48,21,10,101.6
GPS_002,2025-12-18,PRACTICE,49.4,1636,194,9,19,29,93.2
GPS_003,2025-12-18,PRACTICE,42.5,1553,144,7.81,19,9,61.1
GPS_004,2025-12-18,PRACTICE,16.5,821,97,7.28,4,28,58.6
GPS_005,2025-12-18,PRACTICE,41.1,1773,210,8.44,24,17,84.5
GPS_006,2025-12-18,PRACTICE,34.2,1933,202,6.25,13,23,78.4
GPS_007,2025-12-18,PRACTICE,54.3,2695,398,6.39,21,13,87.9
GPS_008,2025-12-18,PRACTICE,24.9,1156,186,8.75,26,16,79.2
GPS_009,2025-12-18,PRACTICE,25.1,1698,270,7.41,12,13,61.2
GPS_010,2025-12-18,PRACTICE,39.6,1219,286,8.31,7,5,37.3
GPS_011,2025-12-18,PRACTICE,41.4,3216,472,7.49,25,24,117.5
GPS_012,2025-12-18,PRACTICE,35.4,1945,179,8.29,20,29,97.4
GPS_001,2025-12-19,PRACTICE,40.1,1798,364,9.56,9,10,55.6
GPS_002,2025-12-19,PRACTICE,39.2,1605,180,8.49,13,19,68.5
GPS_003,2025-12-19,PRACTICE,36.5,1507,140,6.62,10,12,51.6
GPS_004,2025-12-19,PRACTICE,34.9,2095,262,7.15,13,15,69.5
GPS_005,2025-12-19,PRACTICE,40.4,2549,225,6.85,21,14,83.6
GPS_006,2025-12-19,PRACTICE,52.2,2356,255,6.87,24,19,94.4
GPS_007,2025-12-19,PRACTICE,61.6,3955,700,8.25,20,17,112.5
GPS_008,2025-12-19,PRACTICE,52.7,2892,627,7.75,4,18,77.6
GPS_009,2025-12-19,PRACTICE,42.5,1951,200,8.73,10,16,63.5
GPS_010,2025-12-19,PRACTICE,29.4,1953,435,8.31,15,20,82.9
GPS_011,2025-12-19,PRACTICE,51.5,3115,412,7.07,11,17,83.4
GPS_012,2025-12-19,PRACTICE,57.4,2264,272,7.87,9,19,71.4
GPS_001,2025-12-20,OFF,0,0,0,NA,0,0,0
GPS_002,2025-12-20,OFF,0,0,0,NA,0,0,0
GPS_003,2025-12-20,OFF,0,0,0,NA,0,0,0
GPS_004,2025-12-20,OFF,0,0,0,NA,0,0,0
GPS_005,2025-12-20,OFF,0,0,0,NA,0,0,0
GPS_006,2025-12-20,OFF,0,0,0,NA,0,0,0
GPS_007,2025-12-20,OFF,0,0,0,NA,0,0,0
GPS_008,2025-12-20,OFF,0,0,0,NA,0,0,0
GPS_009,2025-12-20,OFF,0,0,0,NA,0,0,0
GPS_010,2025-12-20,OFF,0,0,0,NA,0,0,0
GPS_011,2025-12-20,OFF,0,0,0,NA,0,0,0
GPS_012,2025-12-20,OFF,0,0,0,NA,0,0,0
GPS_001,2025-12-21,OFF,0,0,0,NA,0,0,0
GPS_002,2025-12-21,OFF,0,0,0,NA,0,0,0
GPS_003,2025-12-21,OFF,0,0,0,NA,0,0,0
GPS_004,2025-12-21,OFF,0,0,0,NA,0,0,0
GPS_005,2025-12-21,OFF,0,0,0,NA,0,0,0
GPS_006,2025-12-21,OFF,0,0,0,NA,0,0,0
GPS_007,2025-12-21,OFF,0,0,0,NA,0,0,0
GPS_008,2025-12-21,OFF,0,0,0,NA,0,0,0
GPS_009,2025-12-21,OFF,0,0,0,NA,0,0,0
GPS_010,2025-12-21,OFF,0,0,0,NA,0,0,0
GPS_011,2025-12-21,OFF,0,0,0,NA,0,0,0
GPS_012,2025-12-21,OFF,0,0,0,NA,0,0,0
GPS_001,2025-12-22,PRACTICE,21.4,1345,247,8.49,10,18,61.6
GPS_002,2025-12-22,PRACTICE,36.3,2094,428,6.38,17,13,76.6
GPS_003,2025-12-22,PRACTICE,47.3,2098,215,7.41,19,12,72.9
GPS_004,2025-12-22,PRACTICE,30.5,1758,151,8.56,18,17,73.9
GPS_005,2025-12-22,PRACTICE,31.2,1285,154,8.38,25,24,90.2
GPS_006,2025-12-22,PRACTICE,31.4,1881,222,9.63,22,12,75.4
GPS_007,2025-12-22,PRACTICE,33.8,1715,350,8.25,17,15,73.9
GPS_008,2025-12-22,PRACTICE,45.8,2208,336,7.5,21,20,92
GPS_009,2025-12-22,PRACTICE,63,3712,456,6.72,27,10,104
GPS_010,2025-12-22,PRACTICE,47.8,2689,443,8.78,14,12,77
GPS_011,2025-12-22,PRACTICE,33.5,1083,151,6.65,9,21,59.6
GPS_012,2025-12-22,PRACTICE,36.2,1144,99,7.46,12,12,49.9
GPS_001,2025-12-23,PRACTICE,30.6,2270,384,7.69,12,19,78.8
GPS_002,2025-12-23,PRACTICE,34.4,1876,340,7.5,27,12,85.7
GPS_003,2025-12-23,PRACTICE,34.7,2316,251,7.62,22,23,96.9
GPS_004,2025-12-23,PRACTICE,56.8,3834,330,7.85,16,20,100.6
GPS_005,2025-12-23,PRACTICE,48.7,2523,404,7.61,10,23,84.8
GPS_006,2025-12-23,PRACTICE,24,931,102,7.09,15,16,58.4
GPS_007,2025-12-23,PRACTICE,50.7,1902,459,6.24,21,24,98
GPS_008,2025-12-23,PRACTICE,55.4,1509,253,7.47,9,16,58.9
GPS_009,2025-12-23,PRACTICE,39.6,2731,303,7.83,4,21,72.4
GPS_010,2025-12-23,PRACTICE,56.3,2911,438,7.62,20,17,95.6
GPS_011,2025-12-23,PRACTICE,45.6,2811,375,8.5,7,24,84
GPS_012,2025-12-23,PRACTICE,48.7,2454,386,8.62,22,25,104.7
GPS_001,2025-12-24,PRACTICE,38.6,2539,589,6.85,20,14,91.1
GPS_002,2025-12-24,PRACTICE,57.1,3178,565,8.23,6,11,71.4
GPS_003,2025-12-24,PRACTICE,42.6,2373,246,6.99,15,10,67.4
GPS_004,2025-12-24,PRACTICE,39.2,1944,270,8.56,8,12,56.2
GPS_005,2025-12-24,PRACTICE,46.9,2419,206,8.21,5,6,45.8
GPS_006,2025-12-24,PRACTICE,40.8,2541,304,7.14,11,26,88.5
GPS_007,2025-12-24,PRACTICE,39.3,949,164,5.98,12,14,52.6
GPS_008,2025-12-24,PRACTICE,49.6,2159,469,8.77,22,9,79.8
GPS_009,2025-12-24,PRACTICE,39.9,1632,165,7.41,15,7,53.4
GPS_010,2025-12-24,PRACTICE,37.6,1817,398,7.03,17,20,83.6
GPS_011,2025-12-24,PRACTICE,36.3,1523,160,7.01,11,9,49.2
GPS_012,2025-12-24,PRACTICE,27.4,1635,230,8.83,15,18,71.6
GPS_001,2025-12-25,PRACTICE,58.9,3878,629,9.77,14,10,90.5
GPS_002,2025-12-25,PRACTICE,35.1,2187,354,7.93,14,13,71.2
GPS_003,2025-12-25,PRACTICE,38,2429,247,7.13,17,18,83
GPS_004,2025-12-25,PRACTICE,42.9,2636,294,8.44,17,28,101.2
GPS_005,2025-12-25,PRACTICE,35.2,2167,154,7.99,0,17,51
GPS_006,2025-12-25,PRACTICE,20.8,878,64,8.08,16,19,62.9
GPS_007,2025-12-25,PRACTICE,46.7,1576,282,7.92,16,14,67.8
GPS_008,2025-12-25,PRACTICE,47.5,3564,587,7.51,13,1,71.3
GPS_009,2025-12-25,PRACTICE,39.4,1817,261,9.12,22,21,89.2
GPS_010,2025-12-25,PRACTICE,36.3,2546,438,7.4,11,23,87.4
GPS_011,2025-12-25,PRACTICE,33.6,1191,166,8.53,17,23,76.1
GPS_012,2025-12-25,PRACTICE,62.5,3180,357,7.58,20,12,88.7
GPS_001,2025-12-26,PRACTICE,38.9,1988,432,9.02,17,10,71.2
GPS_002,2025-12-26,PRACTICE,41.6,2259,315,6.48,14,19,80
GPS_003,2025-12-26,PRACTICE,43.1,1832,232,7.73,9,5,45.1
GPS_004,2025-12-26,PRACTICE,39.6,1945,280,8.39,21,5,65.4
GPS_005,2025-12-26,PRACTICE,67.1,4094,587,7.67,11,13,91.6
GPS_006,2025-12-26,PRACTICE,41.9,2173,343,7.65,21,17,87.3
GPS_007,2025-12-26,PRACTICE,30.6,1422,177,7.48,20,6,57.7
GPS_008,2025-12-26,PRACTICE,45.3,2157,296,8.36,19,14,78.5
GPS_009,2025-12-26,PRACTICE,53.5,4211,438,8.91,14,11,90.6
GPS_010,2025-12-26,PRACTICE,31.3,1419,236,6.93,3,16,48.6
GPS_011,2025-12-26,PRACTICE,59.5,3526,497,7.95,19,5,83.7
GPS_012,2025-12-26,PRACTICE,44.9,2962,342,9.2,13,25,95.2
GPS_001,2025-12-27,OFF,0,0,0,NA,0,0,0
GPS_002,2025-12-27,OFF,0,0,0,NA,0,0,0
GPS_003,2025-12-27,OFF,0,0,0,NA,0,0,0
GPS_004,2025-12-27,OFF,0,0,0,NA,0,0,0
GPS_005,2025-12-27,OFF,0,0,0,NA,0,0,0
GPS_006,2025-12-27,OFF,0,0,0,NA,0,0,0
GPS_007,2025-12-27,OFF,0,0,0,NA,0,0,0
GPS_008,2025-12-27,OFF,0,0,0,NA,0,0,0
GPS_009,2025-12-27,OFF,0,0,0,NA,0,0,0
GPS_010,2025-12-27,OFF,0,0,0,NA,0,0,0
GPS_011,2025-12-27,OFF,0,0,0,NA,0,0,0
GPS_012,2025-12-27,OFF,0,0,0,NA,0,0,0
GPS_001,2025-12-28,OFF,0,0,0,NA,0,0,0
GPS_002,2025-12-28,OFF,0,0,0,NA,0,0,0
GPS_003,2025-12-28,OFF,0,0,0,NA,0,0,0
GPS_004,2025-12-28,OFF,0,0,0,NA,0,0,0
GPS_005,2025-12-28,OFF,0,0,0,NA,0,0,0
GPS_006,2025-12-28,OFF,0,0,0,NA,0,0,0
GPS_007,2025-12-28,OFF,0,0,0,NA,0,0,0
GPS_008,2025-12-28,OFF,0,0,0,NA,0,0,0
GPS_009,2025-12-28,OFF,0,0,0,NA,0,0,0
GPS_010,2025-12-28,OFF,0,0,0,NA,0,0,0
GPS_011,2025-12-28,OFF,0,0,0,NA,0,0,0
GPS_012,2025-12-28,OFF,0,0,0,NA,0,0,0
GPS_001,2025-12-29,PRACTICE,36.3,1996,448,7.63,12,7,59.7
GPS_002,2025-12-29,PRACTICE,37.4,1584,292,7.28,19,20,81.6
GPS_003,2025-12-29,PRACTICE,59.5,3272,429,6.93,0,20,73.4
GPS_004,2025-12-29,PRACTICE,36.1,2378,430,6.64,16,21,90
GPS_005,2025-12-29,PRACTICE,30,1631,173,7.33,10,17,61.1
GPS_006,2025-12-29,PRACTICE,49.4,2446,245,7.5,17,23,90.6
GPS_007,2025-12-29,PRACTICE,43.7,2312,433,6.5,11,0,50.4
GPS_008,2025-12-29,PRACTICE,43.2,2124,487,8.05,14,15,76.9
GPS_009,2025-12-29,PRACTICE,57.7,2069,132,7.07,19,15,75
GPS_010,2025-12-29,PRACTICE,52.7,2858,437,8.59,21,22,104
GPS_011,2025-12-29,PRACTICE,54.3,2325,253,6.7,18,19,85.1
GPS_012,2025-12-29,PRACTICE,39.4,1417,136,7.47,7,26,67.1
GPS_001,2025-12-30,PRACTICE,40.2,1291,182,8.75,21,11,65.5
GPS_002,2025-12-30,PRACTICE,41.1,1995,469,7.36,10,10,61.7
GPS_003,2025-12-30,PRACTICE,33.3,1971,339,7.98,30,14,94.2
GPS_004,2025-12-30,PRACTICE,29.5,1078,87,6.66,22,21,77.5
GPS_005,2025-12-30,PRACTICE,46.1,2065,244,8.09,22,24,95.7
GPS_006,2025-12-30,PRACTICE,40.1,2294,268,7.82,26,21,100.1
GPS_007,2025-12-30,PRACTICE,42,1638,271,7.9,15,17,71.1
GPS_008,2025-12-30,PRACTICE,54.4,3717,792,7.53,11,13,93
GPS_009,2025-12-30,PRACTICE,34.8,1528,167,6.59,13,25,76.5
GPS_010,2025-12-30,PRACTICE,62.6,2979,601,6.08,19,18,100.3
GPS_011,2025-12-30,PRACTICE,37.4,2435,256,8.19,19,19,87.7
GPS_012,2025-12-30,PRACTICE,50.2,2921,437,8.61,16,18,91.1
GPS_001,2025-12-31,PRACTICE,30.1,1850,346,8.15,18,15,76.6
GPS_002,2025-12-31,PRACTICE,44.9,1814,234,7.51,21,18,82.5
