athlete_id,date,steps,active_minutes,load_proxy,symmetry_proxy,impact_proxy
WR_002,2025-12-07,2732,54,62.8,0.959,1.25
WR_003,2025-12-07,3985,57,96,0.944,1.05
WR_004,2025-12-07,3761,69,142,1,0.88
WR_005,2025-12-07,7394,17,102.6,0.95,1.16
WR_006,2025-12-07,4300,53,112.2,0.918,0.91
WR_007,2025-12-07,6816,67,109.4,0.973,1.09
WR_008,2025-12-07,6127,62,96,0.93,0.94
WR_009,2025-12-07,5356,52,114.1,0.955,1.1
WR_010,2025-12-07,4778,70,115,0.908,0.8
WR_011,2025-12-07,6054,26,79.9,0.959,0.93
WR_012,2025-12-07,6724,37,93.2,0.899,1.02
WR_001,2025-12-08,4386,88,95.1,1,0.99
WR_002,2025-12-08,6268,129,58.8,1,1.08
WR_003,2025-12-08,9446,68,64.5,0.973,1.23
WR_004,2025-12-08,11020,82,124.5,0.923,0.83
WR_005,2025-12-08,9570,78,137.3,0.968,0.72
WR_006,2025-12-08,3889,81,147.5,0.93,0.93
WR_007,2025-12-08,7310,126,118.6,1,1.17
WR_008,2025-12-08,6148,110,56.5,0.931,1.21
WR_009,2025-12-08,6331,77,141.5,0.981,1.04
WR_010,2025-12-08,8689,47,89.5,0.925,0.98
WR_011,2025-12-08,6745,123,117.2,0.942,0.91
WR_012,2025-12-08,6837,85,166.6,0.993,1.11
WR_001,2025-12-09,11144,117,61.3,0.939,1.05
WR_002,2025-12-09,12355,84,53.3,0.951,0.87
WR_003,2025-12-09,7188,114,72.8,0.998,1.09
WR_004,2025-12-09,11029,106,158.4,0.947,1.26
WR_005,2025-12-09,10244,77,100.1,0.967,1.32
WR_006,2025-12-09,9265,37,95.6,1,0.97
WR_007,2025-12-09,5553,82,127.1,0.967,1.07
WR_008,2025-12-09,7697,69,99.5,0.981,1.06
WR_009,2025-12-09,4946,85,103.4,0.998,0.88
WR_010,2025-12-09,9174,79,124.5,0.904,0.76
WR_011,2025-12-09,8495,63,157.1,0.939,0.79
WR_012,2025-12-09,7722,69,109.9,0.946,1.01
WR_001,2025-12-10,10434,78,99.9,0.994,0.95
WR_002,2025-12-10,6575,66,75.5,0.979,1.19
WR_003,2025-12-10,8543,108,85.9,0.932,1.18
WR_004,2025-12-10,9825,38,95.1,1,0.65
WR_005,2025-12-10,5987,136,99.8,0.938,1.19
WR_006,2025-12-10,7920,90,111.9,0.956,0.98
WR_007,2025-12-10,6806,71,21.7,1,1.07
WR_008,2025-12-10,5859,102,91.2,0.959,1.03
WR_009,2025-12-10,6913,88,138.4,0.951,0.65
WR_010,2025-12-10,10477,85,123.3,0.932,1.12
WR_011,2025-12-10,4726,84,109.8,0.92,0.92
WR_012,2025-12-10,8121,80,102.3,0.956,0.93
WR_001,2025-12-11,8165,38,100.3,0.988,1.15
WR_002,2025-12-11,6193,126,71,0.995,0.89
WR_003,2025-12-11,8267,84,93.1,0.934,1.08
WR_004,2025-12-11,6774,76,93.5,0.915,1
WR_005,2025-12-11,5715,81,85.8,0.908,1.48
WR_006,2025-12-11,10165,106,131.4,0.896,1.23
WR_007,2025-12-11,8412,125,110.5,0.964,0.77
WR_008,2025-12-11,7873,80,97.8,1,1.26
WR_009,2025-12-11,8179,84,96,0.983,1.16
WR_010,2025-12-11,5673,42,92,0.932,0.99
WR_011,2025-12-11,5757,9,98.1,0.934,0.97
WR_012,2025-12-11,10824,113,33.8,0.946,0.74
WR_001,2025-12-12,9548,93,126.2,0.991,1.11
WR_002,2025-12-12,7624,65,122.4,0.99,1.07
WR_003,2025-12-12,11022,112,104.8,0.925,0.93
WR_004,2025-12-12,9204,62,79.1,1,1.01
WR_005,2025-12-12,8322,96,146.7,0.977,0.81
WR_006,2025-12-12,8700,93,138.6,0.936,0.93
WR_007,2025-12-12,10513,106,40.3,0.911,1.09
WR_008,2025-12-12,7608,112,94.7,0.95,1.02
WR_009,2025-12-12,11810,80,106.8,0.939,1
WR_010,2025-12-12,7964,92,108.9,0.951,1.25
WR_011,2025-12-12,9035,94,64,0.929,1.32
WR_012,2025-12-12,10046,68,65.9,0.964,1.1
WR_001,2025-12-13,3529,76,125.6,1,0.92
WR_002,2025-12-13,6643,54,109.2,0.992,0.82
WR_003,2025-12-13,7239,40,124.3,0.989,0.91
WR_004,2025-12-13,3939,32,97.9,0.965,0.92
WR_005,2025-12-13,5554,58,104.4,0.95,0.89
WR_006,2025-12-13,6609,39,172.8,0.933,1.36
WR_007,2025-12-13,3187,68,73.9,0.911,1.16
WR_008,2025-12-13,7248,24,80.8,0.983,1.13
WR_009,2025-12-13,7278,27,73.2,0.941,1.05
WR_010,2025-12-13,5588,40,67.8,0.908,0.92
WR_011,2025-12-13,5739,58,121.9,0.964,1.03
WR_012,2025-12-13,6961,61,99.1,0.983,1.09
WR_001,2025-12-14,4291,65,53.3,0.983,0.94
WR_002,2025-12-14,3577,35,116,0.99,0.98
WR_003,2025-12-14,4907,72,69.9,0.945,0.94
WR_004,2025-12-14,3562,108,87.2,0.957,1.14
WR_005,2025-12-14,4078,66,98.5,0.935,0.96
WR_006,2025-12-14,3564,0,79.2,0.941,0.9
WR_007,2025-12-14,6347,44,155.1,0.955,0.99
WR_008,2025-12-14,3775,48,20.9,0.975,0.84
WR_009,2025-12-14,5429,28,111.3,0.993,0.81
WR_010,2025-12-14,3222,74,72.2,0.915,0.79
WR_011,2025-12-14,3126,40,118.4,0.983,0.68
WR_012,2025-12-14,3409,51,136.4,1,0.92
WR_001,2025-12-15,8104,102,139.6,1,0.92
WR_002,2025-12-15,6526,119,149.2,0.952,0.95
WR_003,2025-12-15,10202,139,118.4,0.978,1.26
WR_004,2025-12-15,5870,76,133.4,0.976,0.89
WR_005,2025-12-15,4750,94,60,1,1.07
WR_006,2025-12-15,7588,117,17.5,0.999,1.07
WR_007,2025-12-15,10371,131,131.8,0.973,0.94
WR_008,2025-12-15,7610,116,79.5,1,1.14
WR_009,2025-12-15,7042,140,106,0.976,0.84
WR_010,2025-12-15,4816,51,76.7,0.979,0.91
WR_011,2025-12-15,9232,111,124.7,0.956,0.71
WR_012,2025-12-15,6018,114,117.6,0.941,1.2
WR_001,2025-12-16,9333,67,66.1,0.981,0.58
WR_002,2025-12-16,9264,87,94.3,0.958,0.98
WR_003,2025-12-16,3725,42,110.9,0.926,1.04
WR_004,2025-12-16,6226,65,123.3,0.93,1.07
WR_005,2025-12-16,7139,87,85,0.992,1.11
WR_006,2025-12-16,4805,40,122.7,0.979,0.93
WR_007,2025-12-16,5882,76,114.5,0.895,0.99
WR_008,2025-12-16,9002,159,19.9,0.978,1.05
WR_009,2025-12-16,9366,74,55.3,0.977,0.86
WR_010,2025-12-16,10848,110,65.9,1,0.77
WR_011,2025-12-16,9209,105,94.9,1,1.06
WR_012,2025-12-16,10482,112,157.3,0.94,1.19
WR_001,2025-12-17,7951,107,77.1,0.993,0.95
WR_002,2025-12-17,8149,74,83.8,0.965,1
WR_003,2025-12-17,7543,57,74.9,0.954,1.07
WR_004,2025-12-17,8238,97,72,0.986,1.17
WR_005,2025-12-17,10438,58,76,0.992,1.23
WR_006,2025-12-17,11506,58,80.9,1,1.14
WR_007,2025-12-17,11333,115,72.3,0.97,0.91
WR_008,2025-12-17,7673,94,57.9,0.929,1.02
WR_009,2025-12-17,8447,91,118.5,0.918,0.98
WR_010,2025-12-17,10894,102,119.3,0.964,1.22
WR_011,2025-12-17,8567,70,81.2,0.979,0.78
WR_012,2025-12-17,7291,60,103.5,0.971,1.1
WR_001,2025-12-18,8550,58,131.1,0.904,1.04
WR_002,2025-12-18,7463,58,96,0.948,1.06
WR_003,2025-12-18,5770,104,103.1,0.925,1.05
WR_004,2025-12-18,7907,72,75.9,0.968,0.92
WR_005,2025-12-18,10135,71,137.3,0.95,0.98
WR_006,2025-12-18,13354,56,63.5,0.975,1.01
WR_007,2025-12-18,6175,99,150.5,0.948,0.85
WR_008,2025-12-18,11227,72,49.3,0.928,1.05
WR_009,2025-12-18,7740,77,99.9,0.941,1.04
WR_010,2025-12-18,7230,124,69.4,0.959,1.04
WR_011,2025-12-18,7971,114,129.9,0.934,1
WR_012,2025-12-18,8448,141,81.3,0.952,0.99
WR_001,2025-12-19,11228,64,124,0.904,0.85
WR_002,2025-12-19,6527,107,90.1,0.997,1.03
WR_003,2025-12-19,5502,35,88.6,0.963,0.9
WR_004,2025-12-19,9846,129,138.6,0.936,1.05
WR_005,2025-12-19,9273,79,0,0.959,1.04
WR_006,2025-12-19,9955,132,93.7,0.971,1.01
WR_007,2025-12-19,5869,125,129.9,0.936,1.08
WR_008,2025-12-19,11411,75,97.5,1,0.78
WR_009,2025-12-19,4105,100,84.9,1,0.84
WR_010,2025-12-19,5979,69,109.8,0.98,0.91
WR_011,2025-12-19,6251,109,108.7,0.998,0.75
WR_012,2025-12-19,4239,39,88.4,0.951,0.85
WR_001,2025-12-20,4808,83,117.4,0.935,0.57
WR_002,2025-12-20,4856,26,83.6,0.955,1.19
WR_003,2025-12-20,5851,34,91,0.977,1.31
WR_004,2025-12-20,4588,43,101.7,0.928,1.3
WR_005,2025-12-20,3675,78,98,1,0.99
WR_006,2025-12-20,5467,61,100.1,0.982,0.77
WR_007,2025-12-20,4776,41,105.2,0.99,0.93
WR_008,2025-12-20,4109,66,135.5,0.989,1.19
WR_009,2025-12-20,5550,38,104.5,0.993,1.14
WR_010,2025-12-20,5768,47,130.4,0.926,1
WR_011,2025-12-20,4201,45,204.8,0.95,1.02
WR_012,2025-12-20,2551,93,90.3,0.965,1.2
WR_001,2025-12-21,5338,16,96.4,1,0.93
WR_002,2025-12-21,4548,61,89.6,0.997,0.89
WR_003,2025-12-21,6572,35,130.9,0.972,1.22
WR_004,2025-12-21,5673,30,58.1,0.953,0.68
WR_005,2025-12-21,3808,44,135.7,0.963,0.79
WR_006,2025-12-21,6332,55,123.6,0.974,0.99
WR_007,2025-12-21,2394,42,105.3,0.928,0.99
WR_008,2025-12-21,4738,18,83,0.903,0.91
WR_009,2025-12-21,4610,42,146.8,0.961,0.96
WR_010,2025-12-21,2624,51,73.9,0.907,0.82
WR_011,2025-12-21,4900,34,131.2,0.978,1.11
WR_012,2025-12-21,6243,78,82.5,0.92,0.82
WR_001,2025-12-22,8660,97,145,0.938,1.23
WR_002,2025-12-22,10316,57,80.7,0.923,1.18
WR_003,2025-12-22,9117,156,93.1,0.954,0.93
WR_004,2025-12-22,10012,118,102.8,0.976,0.67
WR_005,2025-12-22,8946,98,125.6,0.994,1.01
WR_006,2025-12-22,6838,113,112,0.954,1.06
WR_007,2025-12-22,9006,62,73.9,0.999,0.98
WR_008,2025-12-22,7711,63,53.9,0.991,1.2
WR_009,2025-12-22,7591,83,79.2,0.958,1.02
WR_010,2025-12-22,7933,93,136.1,0.972,0.69
WR_011,2025-12-22,11279,114,19.5,0.926,0.71
WR_012,2025-12-22,5126,87,147.9,0.963,1.08
WR_001,2025-12-23,10418,77,130,1,0.98
WR_002,2025-12-23,7735,78,138.6,0.966,0.79
WR_003,2025-12-23,11631,94,103.6,0.953,1.08
WR_004,2025-12-23,7371,96,132.6,0.974,0.9
WR_005,2025-12-23,8826,121,136.5,0.973,1.06
WR_006,2025-12-23,10156,92,85.4,0.966,1.28
WR_007,2025-12-23,8212,64,65.9,0.966,1.07
WR_008,2025-12-23,9513,86,39.2,0.94,0.93
WR_009,2025-12-23,10130,100,99.9,0.966,1.07
WR_010,2025-12-23,10542,71,54.5,0.935,0.79
WR_011,2025-12-23,10984,149,117.8,0.951,1.26
WR_012,2025-12-23,7917,68,117.6,0.984,0.91
WR_001,2025-12-24,10346,122,164.5,0.965,1.18
WR_002,2025-12-24,6115,78,80.8,0.971,0.95
WR_003,2025-12-24,7492,106,178.8,0.972,1.1
WR_004,2025-12-24,8759,103,119.7,1,1.13
WR_005,2025-12-24,9710,79,81.5,0.935,0.97
WR_006,2025-12-24,10291,85,126.7,0.921,0.84
WR_007,2025-12-24,9535,97,140.7,0.975,1.06
WR_008,2025-12-24,6694,104,83.8,0.943,0.91
WR_009,2025-12-24,6456,78,106.5,0.945,1.06
WR_010,2025-12-24,9191,96,109.7,0.982,1.22
WR_011,2025-12-24,5899,91,88.4,1,1.22
WR_012,2025-12-24,6748,62,133.5,1,1.2
WR_001,2025-12-25,9542,69,114.4,0.956,0.75
WR_002,2025-12-25,9764,76,90.4,1,0.86
WR_003,2025-12-25,7926,91,56.4,1,1.07
WR_004,2025-12-25,10342,33,102.5,0.985,0.99
WR_005,2025-12-25,9623,92,120.2,1,1.06
WR_006,2025-12-25,6713,75,75.9,0.944,0.79
WR_007,2025-12-25,5597,25,100.8,0.943,0.98
WR_008,2025-12-25,10414,97,65.3,0.988,1.07
WR_009,2025-12-25,9899,127,152,0.978,1.12
WR_010,2025-12-25,12944,118,105.4,0.961,1.02
WR_011,2025-12-25,7313,73,97.2,0.978,1.1
WR_012,2025-12-25,9467,93,147.8,0.849,0.85
WR_001,2025-12-26,13325,82,115.1,0.95,1.11
WR_002,2025-12-26,7961,121,143.9,0.947,0.99
WR_003,2025-12-26,9484,120,101.6,0.989,1.1
WR_004,2025-12-26,4571,89,147.5,0.958,1.08
WR_005,2025-12-26,7054,70,113.7,0.97,1.13
WR_006,2025-12-26,9818,85,83.1,0.968,0.91
WR_007,2025-12-26,8005,72,116.4,0.99,1.04
WR_008,2025-12-26,10590,95,111.4,0.957,1.06
WR_009,2025-12-26,9170,94,92.1,0.952,1.27
WR_010,2025-12-26,7466,74,94.7,0.985,0.94
WR_011,2025-12-26,7028,87,77.8,0.985,0.94
WR_012,2025-12-26,7755,67,108.5,0.92,0.94
WR_001,2025-12-27,5823,43,111.2,0.937,0.87
WR_002,2025-12-27,5793,66,61.6,0.927,0.86
WR_003,2025-12-27,5798,29,92.8,1,1
WR_004,2025-12-27,5305,63,130,0.996,0.79
WR_005,2025-12-27,3429,67,127.1,0.985,0.83
WR_006,2025-12-27,5025,0,96.1,0.966,1.09
WR_007,2025-12-27,4751,29,116.7,0.967,1.19
WR_008,2025-12-27,3686,56,101.7,0.949,0.82
WR_009,2025-12-27,6069,36,126.6,0.943,1.18
WR_010,2025-12-27,7685,34,139.4,0.977,1.06
WR_011,2025-12-27,4055,51,78.4,0.95,0.94
WR_012,2025-12-27,5120,36,158.5,0.988,1.13
WR_001,2025-12-28,4300,24,46.8,0.992,0.79
WR_002,2025-12-28,2982,31,177.9,0.997,1.21
WR_003,2025-12-28,5548,41,82.9,0.986,0.86
WR_004,2025-12-28,5740,53,156.8,0.889,0.92
WR_005,2025-12-28,6714,16,122.7,0.963,0.88
WR_006,2025-12-28,8305,46,62.8,1,0.88
WR_007,2025-12-28,4327,18,89.9,0.969,0.86
WR_008,2025-12-28,3498,28,117.7,0.978,0.91
WR_009,2025-12-28,3768,73,106.8,0.96,0.91
WR_010,2025-12-28,3523,51,167.7,0.902,1.23
WR_011,2025-12-28,6681,35,69,0.981,0.93
WR_012,2025-12-28,4315,50,33.2,0.921,1.04
WR_001,2025-12-29,8662,69,95.3,1,1.12
WR_002,2025-12-29,9926,94,148.7,0.962,0.97
WR_003,2025-12-29,9544,123,69.6,0.959,1.09
WR_004,2025-12-29,8376,100,120.9,0.98,1.18
WR_005,2025-12-29,10307,125,65.2,1,0.93
WR_006,2025-12-29,9511,50,122,0.924,0.78
WR_007,2025-12-29,8866,109,96.7,0.989,1.1
WR_008,2025-12-29,6120,100,57.9,1,0.89
WR_009,2025-12-29,10021,113,99.5,0.973,1.13
WR_010,2025-12-29,7086,103,66.6,0.946,1.2
WR_011,2025-12-29,11485,68,122,0.995,0.7
WR_012,2025-12-29,7258,106,103.8,0.951,1.13
WR_001,2025-12-30,9802,104,93.9,0.878,0.94
WR_002,2025-12-30,10137,136,100.3,0.942,1.1
WR_003,2025-12-30,10088,26,124.5,0.964,0.9
WR_004,2025-12-30,9432,94,120.3,0.916,0.99
WR_005,2025-12-30,13955,119,61.8,0.977,1.04
WR_006,2025-12-30,8867,97,112.8,0.916,1.02
WR_007,2025-12-30,10952,91,75.6,0.934,1.29
WR_008,2025-12-30,6298,83,83.8,0.93,0.89
WR_009,2025-12-30,9859,95,157.7,0.969,0.96
WR_010,2025-12-30,8998,130,80.1,0.976,1
WR_011,2025-12-30,9282,104,119.5,0.937,0.9
WR_012,2025-12-30,7280,108,136.6,0.949,1.15
WR_001,2025-12-31,8147,111,121.7,0.974,1.23
WR_002,2025-12-31,7410,92,125.3,0.97,1.07
WR_003,2025-12-31,12839,104,79,0.997,1.06
WR_004,2025-12-31,8639,121,119.7,0.909,0.99
WR_005,2025-12-31,9314,65,80.5,0.995,1.08
WR_006,2025-12-31,7798,75,0,0.959,0.95
WR_007,2025-12-31,10013,50,154.8,0.935,1.05
WR_008,2025-12-31,9768,81,148.7,0.952,0.83
WR_009,2025-12-31,8057,12,62.5,0.985,0.8
WR_010,2025-12-31,7546,112,135.7,1,0.77
WR_011,2025-12-31,6106,124,75.1,0.994,0.86
WR_012,2025-12-31,11672,80,61.6,0.941,1.26
WR_001,2026-01-01,7658,83,57.8,0.979,0.78
WR_002,2026-01-01,9269,94,68.9,0.917,1.15
WR_003,2026-01-01,6294,93,146.7,0.96,0.8
WR_004,2026-01-01,8321,56,74.3,0.918,0.88
WR_005,2026-01-01,5019,97,36.8,0.922,0.86
WR_006,2026-01-01,7242,99,141.8,0.982,1
WR_007,2026-01-01,9305,102,148.2,0.955,1.15
WR_008,2026-01-01,11324,117,89.3,0.9,0.81
WR_009,2026-01-01,6319,76,97,0.961,0.77
WR_010,2026-01-01,11082,116,56.4,0.992,0.89
WR_011,2026-01-01,8897,122,105.5,0.979,0.99
WR_012,2026-01-01,8752,49,113.4,0.968,0.77
WR_001,2026-01-02,8094,70,91.2,0.971,0.69
WR_002,2026-01-02,7938,73,135.7,0.986,1.05
WR_003,2026-01-02,9851,127,187.4,0.984,0.86
WR_004,2026-01-02,7640,113,160.9,1,0.89
WR_005,2026-01-02,7003,94,93.5,0.922,0.92
WR_006,2026-01-02,11966,83,130.7,0.869,0.98
WR_007,2026-01-02,10624,61,65.8,0.939,1.09
WR_008,2026-01-02,7428,66,88,0.982,0.74
WR_009,2026-01-02,7661,40,93.6,1,1.05
WR_010,2026-01-02,8268,109,99.8,0.927,0.68
WR_011,2026-01-02,9809,37,73.6,0.961,0.99
WR_012,2026-01-02,9282,70,120.3,0.911,1.21
WR_001,2026-01-03,579,57,121.6,0.987,1.03
WR_002,2026-01-03,6009,27,97.7,0.986,1.03
WR_003,2026-01-03,3832,24,82.2,0.986,1.05
WR_004,2026-01-03,5042,64,92.4,0.965,0.94
WR_005,2026-01-03,4528,20,130.3,0.901,1.3
WR_006,2026-01-03,4523,38,101.2,1,1.01
WR_007,2026-01-03,4472,61,107.6,0.936,1.12
WR_008,2026-01-03,6342,37,33.9,0.999,1.08
WR_009,2026-01-03,6003,25,121.5,1,1.2
WR_010,2026-01-03,3710,62,68.4,0.963,0.96
WR_011,2026-01-03,8438,41,90.9,0.969,0.95
WR_012,2026-01-03,6256,74,126.4,0.902,0.88
WR_001,2026-01-04,5974,48,118.8,0.942,1.06
WR_002,2026-01-04,3970,60,125.4,0.938,0.9
WR_003,2026-01-04,5608,6,91.1,0.952,0.7
WR_004,2026-01-04,7301,68,113.8,0.923,0.86
WR_005,2026-01-04,7544,69,76.8,0.941,1.03
WR_006,2026-01-04,4626,47,68.4,0.974,0.82
WR_007,2026-01-04,5154,51,93.9,0.968,0.75
WR_008,2026-01-04,2547,87,134,0.973,0.92
WR_009,2026-01-04,7552,40,111.3,0.896,1.15
WR_010,2026-01-04,7216,28,102.6,0.971,1.23
WR_011,2026-01-04,4203,63,57.8,0.936,0.85
WR_012,2026-01-04,4641,35,138.4,0.983,1.07
WR_001,2026-01-05,5353,91,64.8,1,1.19
WR_002,2026-01-05,11188,94,69.5,0.98,0.93
WR_003,2026-01-05,8761,109,89.7,0.999,1.12
WR_004,2026-01-05,5513,74,68.8,0.956,1.12
WR_005,2026-01-05,11101,79,134.5,0.95,1.05
WR_006,2026-01-05,10523,75,69,0.936,0.97
WR_007,2026-01-05,7841,90,96.8,0.957,1.16
WR_008,2026-01-05,6992,37,165.6,0.926,1.06
WR_009,2026-01-05,9304,122,78.6,0.978,0.99
WR_010,2026-01-05,8672,62,103.6,0.955,1.06
WR_011,2026-01-05,4764,98,125.9,0.967,0.93
WR_012,2026-01-05,8397,83,90.4,1,1.22
WR_001,2026-01-06,8698,62,78.5,1,0.93
WR_002,2026-01-06,11250,73,93.8,0.942,0.89
WR_003,2026-01-06,9098,111,109.3,0.977,0.89
WR_004,2026-01-06,7012,148,73.7,0.949,0.99
WR_005,2026-01-06,6687,85,81.3,0.921,1.14
WR_006,2026-01-06,8308,110,130.1,0.9,1.26
WR_007,2026-01-06,6537,93,63.7,0.969,1.07
WR_008,2026-01-06,5963,67,76.2,0.951,1.05
WR_009,2026-01-06,8383,143,115.6,0.961,0.83
WR_010,2026-01-06,12061,91,39.2,0.947,1.03
WR_011,2026-01-06,10329,117,121,0.937,1.25
WR_012,2026-01-06,9338,104,90.1,0.952,0.9
WR_001,2026-01-07,10027,87,84.9,0.953,0.98
WR_002,2026-01-07,4065,117,54.2,0.929,1.2
WR_003,2026-01-07,9029,145,87.6,0.942,0.84
WR_004,2026-01-07,6135,67,161.8,0.934,1.16
WR_005,2026-01-07,7951,118,130.1,1,0.97
WR_006,2026-01-07,5742,73,67.4,1,0.97
WR_007,2026-01-07,10602,82,90.5,0.955,0.82
WR_008,2026-01-07,9781,77,91.8,0.948,1.07
WR_009,2026-01-07,6733,112,102.3,0.98,0.97
WR_010,2026-01-07,11377,61,75.3,0.961,1.08
WR_011,2026-01-07,6857,68,99.8,0.874,1.16
WR_012,2026-01-07,6841,73,98.8,0.945,1.13
WR_001,2026-01-08,9485,107,16.1,0.922,1.22
WR_002,2026-01-08,7340,54,137,0.922,1.13
WR_003,2026-01-08,10457,57,107.5,1,0.92
WR_004,2026-01-08,8257,61,44.8,0.967,0.85
WR_005,2026-01-08,7365,86,106.7,0.948,0.96
WR_006,2026-01-08,9387,58,136,0.916,1.05
WR_007,2026-01-08,10249,51,122.1,0.95,0.98
WR_008,2026-01-08,10451,116,105.3,0.926,1.01
WR_009,2026-01-08,7863,83,94.8,0.923,1.26
WR_010,2026-01-08,10345,113,78.2,0.958,1.04
WR_011,2026-01-08,7782,92,82.7,0.956,1
WR_012,2026-01-08,9759,77,127.7,1,0.96
WR_001,2026-01-09,10690,81,125.4,0.973,0.86
WR_002,2026-01-09,8377,44,68.3,0.952,1.21
WR_003,2026-01-09,10128,55,120.6,0.978,1
WR_004,2026-01-09,7915,133,56.5,1,1.11
WR_005,2026-01-09,11161,48,120.7,0.974,0.98
WR_006,2026-01-09,4062,138,111.4,0.994,1.19
WR_007,2026-01-09,9841,74,129.2,0.926,1.1
WR_008,2026-01-09,5056,143,89.4,0.954,0.96
WR_009,2026-01-09,7493,106,158.4,0.941,1.02
WR_010,2026-01-09,11824,94,80.9,0.953,1.09
WR_011,2026-01-09,7013,40,99,0.948,0.95
WR_012,2026-01-09,7463,84,107.3,1,0.74
WR_001,2026-01-10,7312,46,118.9,0.987,0.91
WR_002,2026-01-10,5803,72,88.4,0.941,0.98
WR_003,2026-01-10,5200,56,67.8,0.917,0.94
WR_004,2026-01-10,5047,25,98.1,0.941,0.95
WR_005,2026-01-10,7342,69,116.5,0.99,1.13
WR_006,2026-01-10,592,10,126.6,0.95,1.02
WR_007,2026-01-10,7186,80,87.6,0.964,0.79
