athlete_id,date,steps,active_minutes,load_proxy,symmetry_proxy,impact_proxy
WR_010,2025-12-07,2062,7,143.3,0.978,1.09
WR_011,2025-12-07,1285,31,55.3,0.941,1.18
WR_012,2025-12-07,5656,36,119.8,0.908,0.98
WR_001,2025-12-08,4041,62,108.2,1,0.98
WR_002,2025-12-08,6963,103,112.2,0.939,0.75
WR_003,2025-12-08,7667,120,110.1,0.958,1.07
WR_004,2025-12-08,5906,115,84.8,0.976,1.21
WR_005,2025-12-08,7540,117,96,1,0.91
WR_006,2025-12-08,7177,95,101.4,1,0.86
WR_007,2025-12-08,5872,129,70.8,0.97,1.23
WR_008,2025-12-08,7887,90,110.1,0.926,1.26
WR_009,2025-12-08,7066,121,107.6,0.959,0.95
WR_010,2025-12-08,7728,112,107.3,0.964,1.05
WR_011,2025-12-08,7971,89,100.5,0.909,1.19
WR_012,2025-12-08,7569,95,98.3,0.899,1.15
WR_001,2025-12-09,7182,75,69,0.986,0.82
WR_002,2025-12-09,6630,137,105.9,0.958,0.84
WR_003,2025-12-09,11334,116,79.2,0.981,0.8
WR_004,2025-12-09,9743,126,109.1,0.956,1.16
WR_005,2025-12-09,9513,122,108.9,0.939,1.09
WR_006,2025-12-09,9972,97,102.7,0.933,1.22
WR_007,2025-12-09,10218,89,115.6,1,1.16
WR_008,2025-12-09,11903,87,55.8,0.955,0.76
WR_009,2025-12-09,8655,118,67,0.943,0.72
WR_010,2025-12-09,8187,117,82.1,0.899,1.02
WR_011,2025-12-09,7606,91,49.4,0.957,0.7
WR_012,2025-12-09,11704,90,70.3,0.888,1.02
WR_001,2025-12-10,10263,71,14.1,0.989,0.72
WR_002,2025-12-10,8862,112,137,0.986,1.07
WR_003,2025-12-10,5877,103,161.8,0.942,0.71
WR_004,2025-12-10,10067,68,159.7,0.991,1.06
WR_005,2025-12-10,5884,104,98.5,0.958,1.16
WR_006,2025-12-10,8197,117,54.4,0.918,1.08
WR_007,2025-12-10,9896,82,86,0.983,1.09
WR_008,2025-12-10,7697,71,138.1,0.997,0.84
WR_009,2025-12-10,9654,125,128.4,0.989,1.07
WR_010,2025-12-10,6865,76,100.6,0.957,0.96
WR_011,2025-12-10,8837,29,103.4,1,0.96
WR_012,2025-12-10,6731,114,139.1,0.99,0.94
WR_001,2025-12-11,8613,94,85.3,1,1.17
WR_002,2025-12-11,10558,100,78.8,0.911,1.04
WR_003,2025-12-11,7636,157,143.9,0.929,1.15
WR_004,2025-12-11,8810,73,36.9,0.899,0.86
WR_005,2025-12-11,6831,81,58.7,0.999,1.14
WR_006,2025-12-11,6172,102,98.8,0.963,0.96
WR_007,2025-12-11,10590,99,97.3,0.966,1
WR_008,2025-12-11,10426,96,82.2,0.904,0.94
WR_009,2025-12-11,9733,50,91.6,0.985,0.8
WR_010,2025-12-11,6623,56,63.5,0.923,0.99
WR_011,2025-12-11,10318,71,122.9,0.982,1.01
WR_012,2025-12-11,9956,96,63.7,1,1.03
WR_001,2025-12-12,7306,88,146,0.92,1.14
WR_002,2025-12-12,8443,63,135.4,0.933,1.08
WR_003,2025-12-12,9771,50,85.4,0.961,1.28
WR_004,2025-12-12,6247,115,34.8,0.925,1.11
WR_005,2025-12-12,7539,76,102.9,0.967,0.77
WR_006,2025-12-12,5006,99,111.1,0.953,0.85
WR_007,2025-12-12,6014,81,96.7,0.987,0.96
WR_008,2025-12-12,8663,108,139.7,0.933,1.27
WR_009,2025-12-12,7940,84,103.1,1,0.91
WR_010,2025-12-12,5332,84,38.6,0.957,1.32
WR_011,2025-12-12,8926,73,41.5,0.93,1.32
WR_012,2025-12-12,8576,71,116.4,0.966,1.03
WR_001,2025-12-13,5171,86,95.8,0.913,0.83
WR_002,2025-12-13,4344,40,58.2,0.997,1.12
WR_003,2025-12-13,7601,57,115,0.927,0.97
WR_004,2025-12-13,8262,55,79.9,0.958,1.03
WR_005,2025-12-13,5388,76,112.8,0.925,0.9
WR_006,2025-12-13,4259,71,156.1,0.919,0.92
WR_007,2025-12-13,1654,54,114.5,0.996,0.78
WR_008,2025-12-13,4466,86,85.8,0.931,1.16
WR_009,2025-12-13,8291,55,114.9,0.938,0.95
WR_010,2025-12-13,5738,58,57.5,0.989,0.72
WR_011,2025-12-13,4526,42,152.7,0.958,0.99
WR_012,2025-12-13,2971,33,81.2,0.977,0.88
WR_001,2025-12-14,4603,59,135.2,0.989,1.31
WR_002,2025-12-14,3540,44,90.5,0.939,1.1
WR_003,2025-12-14,8194,22,120,1,0.83
WR_004,2025-12-14,6539,25,126.7,0.958,0.59
WR_005,2025-12-14,6184,66,94.2,0.975,1.05
WR_006,2025-12-14,3775,58,68,0.949,1.05
WR_007,2025-12-14,6459,2,111.2,0.926,0.95
WR_008,2025-12-14,2677,57,82,0.922,1.08
WR_009,2025-12-14,3641,56,112,0.92,0.8
WR_010,2025-12-14,6123,116,144.8,0.931,1
WR_011,2025-12-14,5737,90,143.4,0.96,0.83
WR_012,2025-12-14,2632,32,140,0.977,0.84
WR_001,2025-12-15,11320,58,50,0.936,0.87
WR_002,2025-12-15,7599,51,72.6,1,1.28
WR_003,2025-12-15,8697,67,113.6,0.948,0.79
WR_004,2025-12-15,5672,139,97.9,0.993,0.93
WR_005,2025-12-15,8868,90,112,0.973,0.78
WR_006,2025-12-15,12415,86,58.3,0.97,1.01
WR_007,2025-12-15,8131,113,95.8,1,0.95
WR_008,2025-12-15,6588,90,113.9,0.938,1.06
WR_009,2025-12-15,11093,93,124.6,0.957,0.87
WR_010,2025-12-15,9228,110,103.6,0.929,0.88
WR_011,2025-12-15,11011,138,119.5,0.955,0.93
WR_012,2025-12-15,7684,98,71,0.934,1.07
WR_001,2025-12-16,8564,90,121.7,0.927,1.02
WR_002,2025-12-16,10979,70,97,0.98,0.8
WR_003,2025-12-16,10529,78,119.7,0.949,0.79
WR_004,2025-12-16,5224,86,115.5,0.962,0.73
WR_005,2025-12-16,8428,90,126,0.938,1.1
WR_006,2025-12-16,10519,100,82.4,0.945,0.69
WR_007,2025-12-16,7409,25,107.8,0.943,1.11
WR_008,2025-12-16,6541,83,112.6,0.988,0.95
WR_009,2025-12-16,5527,122,154.5,0.995,1.05
WR_010,2025-12-16,6360,109,87.7,0.995,0.73
WR_011,2025-12-16,8389,98,87,0.981,1.22
WR_012,2025-12-16,9534,92,87.8,0.986,1.3
WR_001,2025-12-17,4950,90,74,0.943,0.93
WR_002,2025-12-17,7211,66,71.6,0.944,1.22
WR_003,2025-12-17,5684,84,100.3,0.891,0.99
WR_004,2025-12-17,8225,85,58.7,0.936,0.85
WR_005,2025-12-17,9615,78,66.8,0.972,0.97
WR_006,2025-12-17,6577,116,117.5,0.908,1.19
WR_007,2025-12-17,6401,99,137.5,0.926,0.95
WR_008,2025-12-17,11218,88,63.7,0.927,1.18
WR_009,2025-12-17,5969,87,136.4,0.932,0.7
WR_010,2025-12-17,7574,83,112.5,0.955,1.05
WR_011,2025-12-17,9493,88,87.9,0.941,1.28
WR_012,2025-12-17,8606,35,126.1,0.906,1.09
WR_001,2025-12-18,6034,112,57.2,0.965,1.07
WR_002,2025-12-18,11086,109,142,0.925,1.14
WR_003,2025-12-18,5960,94,72.1,0.88,1.02
WR_004,2025-12-18,10608,73,83.2,0.99,0.74
WR_005,2025-12-18,9301,129,76.7,0.967,0.96
WR_006,2025-12-18,7368,122,75.6,0.951,1.17
WR_007,2025-12-18,9755,40,71.1,0.952,1.1
WR_008,2025-12-18,10595,86,82.2,0.877,0.84
WR_009,2025-12-18,10093,96,81.2,0.921,0.93
WR_010,2025-12-18,10773,97,145.6,0.943,1.08
WR_011,2025-12-18,8967,60,85.9,1,0.77
WR_012,2025-12-18,5856,62,107.2,0.951,0.8
WR_001,2025-12-19,9406,111,123.2,0.954,0.96
WR_002,2025-12-19,9497,98,93,0.938,1
WR_003,2025-12-19,12518,110,118.7,0.916,1.04
WR_004,2025-12-19,4582,88,136.1,0.996,1.02
WR_005,2025-12-19,3302,94,86.4,0.96,0.71
WR_006,2025-12-19,7325,151,55.7,0.94,1.11
WR_007,2025-12-19,7225,68,119.5,0.968,1
WR_008,2025-12-19,8100,74,77.6,0.941,1.05
WR_009,2025-12-19,6273,68,126,0.929,0.79
WR_010,2025-12-19,9192,63,139.1,0.959,1.31
WR_011,2025-12-19,10452,108,39.4,0.97,0.94
WR_012,2025-12-19,8779,89,126.9,0.996,1.11
WR_001,2025-12-20,4856,30,88.5,0.931,0.93
WR_002,2025-12-20,5297,20,120.7,0.931,0.81
WR_003,2025-12-20,5344,41,79.9,0.977,0.78
WR_004,2025-12-20,6922,56,98.3,0.996,1.02
WR_005,2025-12-20,5334,68,108.8,0.972,1.13
WR_006,2025-12-20,6219,41,104.3,0.953,0.8
WR_007,2025-12-20,6121,71,157.9,0.977,0.98
WR_008,2025-12-20,6441,66,78.1,0.989,0.83
WR_009,2025-12-20,4341,44,91.2,0.921,1.14
WR_010,2025-12-20,7080,53,99.4,1,1.07
WR_011,2025-12-20,5740,23,80.4,0.959,0.94
WR_012,2025-12-20,3982,47,130.7,0.955,1.28
WR_001,2025-12-21,6827,102,145.3,0.952,0.76
WR_002,2025-12-21,5693,49,113.5,0.972,1.01
WR_003,2025-12-21,5892,40,112.1,0.97,1.22
WR_004,2025-12-21,6778,55,97.5,0.988,1.1
WR_005,2025-12-21,2890,53,115.7,1,0.91
WR_006,2025-12-21,5613,49,91,0.968,0.94
WR_007,2025-12-21,6635,49,109.1,0.989,1.05
WR_008,2025-12-21,6297,32,65.4,0.955,1.22
WR_009,2025-12-21,5492,49,60.8,0.964,1.29
WR_010,2025-12-21,6859,28,54.2,0.943,1.06
WR_011,2025-12-21,3545,39,71,0.956,0.99
WR_012,2025-12-21,4373,61,151.5,0.964,0.9
WR_001,2025-12-22,10499,62,56.8,0.965,1.24
WR_002,2025-12-22,9490,85,130.8,1,0.93
WR_003,2025-12-22,12732,99,59.9,0.909,0.99
WR_004,2025-12-22,6371,109,75.4,0.95,0.9
WR_005,2025-12-22,7452,77,71.8,1,0.76
WR_006,2025-12-22,7350,109,100.9,0.977,1.16
WR_007,2025-12-22,8944,102,129.9,0.905,0.99
WR_008,2025-12-22,9169,23,62.2,0.984,0.89
WR_009,2025-12-22,10207,53,53.6,0.924,0.97
WR_010,2025-12-22,10750,62,78.8,1,0.86
WR_011,2025-12-22,6962,86,97.4,0.946,1.22
WR_012,2025-12-22,11192,138,53.8,1,1.41
WR_001,2025-12-23,6394,71,37.3,0.902,0.78
WR_002,2025-12-23,11413,76,110,0.985,1.01
WR_003,2025-12-23,9615,69,72,0.937,1.16
WR_004,2025-12-23,7725,67,77,1,1.04
WR_005,2025-12-23,12717,70,84,0.935,0.97
WR_006,2025-12-23,9014,74,95.8,0.948,1.07
WR_007,2025-12-23,8436,67,118.9,0.936,1.34
WR_008,2025-12-23,7026,55,48.6,0.965,0.96
WR_009,2025-12-23,11410,105,109.2,0.942,1.03
WR_010,2025-12-23,9815,106,36.7,0.985,0.94
WR_011,2025-12-23,10459,74,98.7,0.953,0.86
WR_012,2025-12-23,8515,93,141.7,0.993,1.04
WR_001,2025-12-24,8587,116,106.8,0.969,1.02
WR_002,2025-12-24,6285,87,106,0.975,1.02
WR_003,2025-12-24,7875,93,110.3,0.998,0.97
WR_004,2025-12-24,9365,70,89,0.945,0.76
WR_005,2025-12-24,8860,121,159.4,0.967,1.1
WR_006,2025-12-24,11305,60,102.5,0.948,1.05
WR_007,2025-12-24,7451,132,123.4,0.95,1.32
WR_008,2025-12-24,9586,48,115.7,0.971,0.86
WR_009,2025-12-24,8940,90,139.4,0.968,1.29
WR_010,2025-12-24,11135,64,91,0.926,1.2
WR_011,2025-12-24,11640,115,90.2,0.962,0.82
WR_012,2025-12-24,10791,74,76.8,0.905,0.95
WR_001,2025-12-25,9856,110,112.1,1,1.03
WR_002,2025-12-25,8571,82,80.5,0.952,0.94
WR_003,2025-12-25,9146,81,40.2,0.985,0.55
WR_004,2025-12-25,10428,122,73,0.949,1.21
WR_005,2025-12-25,6187,4,105,0.943,1.09
WR_006,2025-12-25,5771,85,64.5,0.924,0.98
WR_007,2025-12-25,7543,115,49.3,0.918,1.05
WR_008,2025-12-25,11290,88,84.3,0.957,0.7
WR_009,2025-12-25,10157,77,130,0.951,1.01
WR_010,2025-12-25,6090,98,146.7,0.913,1.24
WR_011,2025-12-25,14950,97,69.5,0.949,1.09
WR_012,2025-12-25,8958,80,113,0.938,0.82
WR_001,2025-12-26,9660,104,137.3,0.923,0.85
WR_002,2025-12-26,9279,76,85.1,0.966,0.94
WR_003,2025-12-26,8827,82,123.3,0.934,0.84
WR_004,2025-12-26,10202,91,124.7,0.976,1.04
WR_005,2025-12-26,10820,88,110.2,1,1.24
WR_006,2025-12-26,9397,90,94.8,0.918,0.94
WR_007,2025-12-26,9177,94,131.6,0.995,0.89
WR_008,2025-12-26,8577,120,111.4,1,1.16
WR_009,2025-12-26,10723,94,98.8,0.998,0.99
WR_010,2025-12-26,8332,115,112.4,0.932,1.05
WR_011,2025-12-26,6733,177,86.7,1,1.08
WR_012,2025-12-26,6204,82,143.8,0.987,1.01
WR_001,2025-12-27,7352,73,86.9,0.976,1.29
WR_002,2025-12-27,5638,46,77.6,0.925,0.89
WR_003,2025-12-27,4599,44,77.1,0.933,1.1
WR_004,2025-12-27,4010,58,98.1,0.945,1.06
WR_005,2025-12-27,5960,79,128.6,0.912,0.86
WR_006,2025-12-27,4560,21,151.7,0.962,1.09
WR_007,2025-12-27,6695,65,114.5,0.983,1.21
WR_008,2025-12-27,3442,89,110.9,0.931,0.8
WR_009,2025-12-27,3615,54,66.4,0.982,1.32
WR_010,2025-12-27,4628,35,105.9,0.924,0.82
WR_011,2025-12-27,5940,68,150.4,0.949,1.05
WR_012,2025-12-27,6199,39,80.5,0.946,1.02
WR_001,2025-12-28,6469,0,95.4,0.92,0.92
WR_002,2025-12-28,4215,33,140.7,0.993,0.93
WR_003,2025-12-28,7048,48,67.4,0.924,1.11
WR_004,2025-12-28,9716,16,132.2,1,0.97
WR_005,2025-12-28,6603,56,93.2,0.887,0.93
WR_006,2025-12-28,1538,16,94.9,0.943,1.07
WR_007,2025-12-28,4953,27,63.3,0.889,1.03
WR_008,2025-12-28,5225,25,113.8,0.962,1.21
WR_009,2025-12-28,3695,51,94.1,0.975,0.98
WR_010,2025-12-28,7167,55,115.3,0.928,1.13
WR_011,2025-12-28,4649,30,131.4,0.966,1.08
WR_012,2025-12-28,5441,38,126.1,0.938,1.37
WR_001,2025-12-29,10415,115,145,1,1.01
WR_002,2025-12-29,8506,122,125.8,0.989,0.88
WR_003,2025-12-29,11761,93,84.2,0.944,0.92
WR_004,2025-12-29,7245,117,70,0.967,0.94
WR_005,2025-12-29,11900,120,92.3,0.959,1.42
WR_006,2025-12-29,11392,78,109.6,0.935,1.19
WR_007,2025-12-29,10584,62,95.9,0.957,0.82
WR_008,2025-12-29,11058,39,101.3,0.967,0.92
WR_009,2025-12-29,9455,90,152.4,0.944,0.91
WR_010,2025-12-29,9340,52,108,0.943,1.27
WR_011,2025-12-29,8032,105,99.7,0.935,1.08
WR_012,2025-12-29,7628,105,92.5,0.948,1.12
WR_001,2025-12-30,8337,144,71.5,0.991,1.07
WR_002,2025-12-30,11610,74,141.3,1,1.25
WR_003,2025-12-30,6773,156,100.8,1,1.01
WR_004,2025-12-30,7856,106,121.9,0.946,1
WR_005,2025-12-30,7568,75,96.8,1,0.94
WR_006,2025-12-30,7750,112,137.2,0.948,1.08
WR_007,2025-12-30,11398,124,119.7,0.93,1.05
WR_008,2025-12-30,10076,77,91.6,0.959,1.15
WR_009,2025-12-30,7443,95,103.8,0.949,0.97
WR_010,2025-12-30,5068,98,118.2,1,0.89
WR_011,2025-12-30,11116,80,89.7,0.972,0.83
WR_012,2025-12-30,8122,118,47.9,0.91,1.02
WR_001,2025-12-31,10687,102,82,0.94,1.03
WR_002,2025-12-31,8034,82,95.2,0.988,1.15
WR_003,2025-12-31,10451,54,87.5,0.969,1.07
WR_004,2025-12-31,9812,92,90.1,0.977,1.35
WR_005,2025-12-31,7484,107,126.6,0.978,1.15
WR_006,2025-12-31,4292,70,104.6,0.978,0.89
WR_007,2025-12-31,7857,91,57.4,0.949,0.81
WR_008,2025-12-31,6808,61,108.5,0.995,0.84
WR_009,2025-12-31,8072,133,102.3,0.912,1
WR_010,2025-12-31,7639,95,78.2,0.886,1.06
WR_011,2025-12-31,6343,88,118.7,0.9,0.91
WR_012,2025-12-31,6784,130,105.9,0.979,1.24
WR_001,2026-01-01,7552,103,91,1,1.22
WR_002,2026-01-01,6587,127,152.8,0.957,1.11
WR_003,2026-01-01,9909,91,171,0.953,0.86
WR_004,2026-01-01,4361,130,58.9,0.978,1.15
WR_005,2026-01-01,12218,101,81.9,0.948,0.87
WR_006,2026-01-01,8505,76,58,0.989,1.21
WR_007,2026-01-01,6941,104,89.3,0.963,1.14
WR_008,2026-01-01,9479,99,75.1,0.952,0.98
WR_009,2026-01-01,8379,83,69.9,0.922,0.94
WR_010,2026-01-01,8124,86,188.2,1,1.42
WR_011,2026-01-01,8011,71,71.5,0.945,0.86
WR_012,2026-01-01,7697,97,104.7,0.891,0.79
WR_001,2026-01-02,4348,99,160.4,0.944,1.08
WR_002,2026-01-02,11388,58,90,0.936,0.83
WR_003,2026-01-02,8006,84,67.3,0.896,0.97
WR_004,2026-01-02,7342,115,54.8,0.985,0.68
WR_005,2026-01-02,7792,113,69.3,0.973,0.78
WR_006,2026-01-02,9744,87,130.5,0.999,0.83
WR_007,2026-01-02,11305,104,113.4,0.938,1.06
WR_008,2026-01-02,7715,91,106.4,0.934,0.9
WR_009,2026-01-02,8009,112,139.3,0.899,0.77
WR_010,2026-01-02,4687,123,61.9,1,0.87
WR_011,2026-01-02,1993,72,103.1,0.99,1.04
WR_012,2026-01-02,10307,139,111.1,0.941,1.1
WR_001,2026-01-03,7844,72,139.6,0.919,0.94
WR_002,2026-01-03,3587,58,106,0.952,0.86
WR_003,2026-01-03,4140,71,136.3,0.988,0.86
WR_004,2026-01-03,4833,43,145.3,0.979,1.01
WR_005,2026-01-03,7504,38,104.3,0.992,1.04
WR_006,2026-01-03,6201,29,114.1,0.92,0.81
WR_007,2026-01-03,4704,43,80.7,1,0.87
WR_008,2026-01-03,6597,22,130.3,1,0.91
WR_009,2026-01-03,4438,57,59.6,0.954,1.11
WR_010,2026-01-03,5144,42,130.7,0.974,1.12
WR_011,2026-01-03,5035,49,114.2,0.982,0.9
WR_012,2026-01-03,8564,72,143.1,0.901,0.97
WR_001,2026-01-04,2853,90,85.9,0.963,1.09
WR_002,2026-01-04,6190,33,102.7,0.964,1.28
WR_003,2026-01-04,4287,56,90.2,0.958,0.91
WR_004,2026-01-04,3904,38,139.9,0.994,0.9
WR_005,2026-01-04,4940,19,126.4,0.921,1.05
WR_006,2026-01-04,5732,5,117.7,0.977,0.93
WR_007,2026-01-04,4777,51,109.5,0.932,1.09
WR_008,2026-01-04,2990,39,48.7,0.99,0.78
WR_009,2026-01-04,4794,46,113,0.966,1.12
WR_010,2026-01-04,5473,36,64.5,0.875,1.22
WR_011,2026-01-04,4151,29,116.4,0.999,0.88
WR_012,2026-01-04,7477,40,154.6,0.959,0.78
WR_001,2026-01-05,8166,85,134.1,0.949,1.05
WR_002,2026-01-05,10765,90,103.6,0.911,0.88
WR_003,2026-01-05,8232,110,99.4,0.968,0.94
WR_004,2026-01-05,9650,107,88.5,0.943,0.98
WR_005,2026-01-05,9631,58,101.4,0.947,0.64
WR_006,2026-01-05,10740,101,134.8,0.941,1.23
WR_007,2026-01-05,7119,70,42.5,0.992,0.73
WR_008,2026-01-05,10743,76,89.1,0.968,1.17
WR_009,2026-01-05,6830,138,172.5,1,0.95
WR_010,2026-01-05,12143,73,90.6,1,1.12
WR_011,2026-01-05,7344,106,72.1,0.977,0.93
WR_012,2026-01-05,11381,120,141.2,0.959,1
WR_001,2026-01-06,9431,108,72.2,0.913,0.97
WR_002,2026-01-06,10828,111,61.5,0.945,1.13
WR_003,2026-01-06,12408,73,73.1,0.985,0.84
WR_004,2026-01-06,7344,106,139,0.977,0.92
WR_005,2026-01-06,8850,74,102.6,0.992,0.98
WR_006,2026-01-06,10643,0,82.3,0.945,1.24
WR_007,2026-01-06,11778,136,73.8,0.966,1.09
WR_008,2026-01-06,10598,131,129.3,0.977,0.91
WR_009,2026-01-06,12489,59,91.9,0.928,1.02
WR_010,2026-01-06,5380,120,109.3,0.962,1.09
WR_011,2026-01-06,10151,69,91.5,0.947,0.91
WR_012,2026-01-06,10451,58,101.2,0.97,0.95
WR_001,2026-01-07,6649,55,80.3,0.953,1.05
WR_002,2026-01-07,8294,64,143.1,0.932,0.96
WR_003,2026-01-07,4693,129,63.2,0.916,0.98
WR_004,2026-01-07,6511,69,89.9,0.968,0.96
WR_005,2026-01-07,8295,37,92.5,0.971,0.93
WR_006,2026-01-07,4525,125,113.3,0.973,1.17
WR_007,2026-01-07,7341,130,102.1,0.931,0.92
WR_008,2026-01-07,14052,81,53.3,0.971,1.02
WR_009,2026-01-07,7204,88,48.4,0.91,1.16
WR_010,2026-01-07,10122,54,136.8,0.949,0.99
WR_011,2026-01-07,9705,95,75.1,0.934,0.97
WR_012,2026-01-07,10293,101,62.7,0.96,0.93
WR_001,2026-01-08,9859,83,107.8,0.971,0.98
WR_002,2026-01-08,7241,120,81.4,0.96,0.62
WR_003,2026-01-08,5843,163,110.8,0.972,0.95
WR_004,2026-01-08,9059,141,135.6,0.967,0.95
WR_005,2026-01-08,5970,85,71.9,0.932,0.94
WR_006,2026-01-08,5968,116,126.6,0.95,0.87
WR_007,2026-01-08,10509,62,113.8,0.972,1.14
WR_008,2026-01-08,8833,80,92.9,0.912,0.96
WR_009,2026-01-08,8573,85,128.3,0.948,1.02
WR_010,2026-01-08,9493,90,116.7,0.929,0.94
WR_011,2026-01-08,6912,68,78.5,0.98,1.01
WR_012,2026-01-08,6115,107,148.8,0.956,1.26
WR_001,2026-01-09,5921,108,110.2,0.937,1.4
WR_002,2026-01-09,5922,88,154.4,0.979,0.82
WR_003,2026-01-09,9637,75,157.9,0.943,1.16
WR_004,2026-01-09,7088,84,124.5,0.957,0.97
WR_005,2026-01-09,7007,115,91.3,0.951,1
WR_006,2026-01-09,5761,91,102.6,0.926,1.22
WR_007,2026-01-09,9206,96,96.1,0.959,0.9
WR_008,2026-01-09,7098,35,127.4,0.949,0.9
WR_009,2026-01-09,7421,108,79.4,0.98,0.85
WR_010,2026-01-09,11248,64,25.4,0.964,0.76
WR_011,2026-01-09,10421,82,73.5,0.958,1.03
WR_012,2026-01-09,12577,112,94.3,0.939,1.19
WR_001,2026-01-10,4834,13,117.6,1,0.98
WR_002,2026-01-10,6559,45,120,0.949,0.97
WR_003,2026-01-10,3794,55,78.9,0.909,0.85
WR_004,2026-01-10,6367,40,78.2,0.985,0.8
WR_005,2026-01-10,6679,45,135.3,0.962,1.01
WR_006,2026-01-10,1281,24,121.2,1,0.91
WR_007,2026-01-10,3768,58,88.1,0.951,0.84
