athlete_id,date,steps,active_minutes,load_proxy,symmetry_proxy,impact_proxy
WR_007,2025-12-08,7912,115,82,1,1.08
WR_008,2025-12-08,5783,122,95.2,0.957,0.83
WR_009,2025-12-08,9110,93,87.5,0.953,0.97
WR_010,2025-12-08,11509,117,90.1,0.978,0.68
WR_011,2025-12-08,5682,120,126.6,0.948,0.78
WR_012,2025-12-08,7283,78,104.6,0.989,0.83
WR_001,2025-12-09,8555,62,57.4,0.963,1.06
WR_002,2025-12-09,14280,39,108.5,0.952,0.9
WR_003,2025-12-09,11181,90,102.3,0.922,0.77
WR_004,2025-12-09,8011,52,78.2,1,0.87
WR_005,2025-12-09,8822,105,118.7,0.945,1.04
WR_006,2025-12-09,7115,105,105.9,0.891,1.1
WR_007,2025-12-09,7969,144,91,0.944,0.94
WR_008,2025-12-09,9596,74,152.8,0.936,0.86
WR_009,2025-12-09,11420,156,171,0.896,0.86
WR_010,2025-12-09,5439,106,58.9,0.985,1.01
WR_011,2025-12-09,10347,75,81.9,0.973,1.04
WR_012,2025-12-09,9164,112,58,0.999,0.81
WR_001,2025-12-10,9231,124,89.3,0.938,0.87
WR_002,2025-12-10,5149,77,75.1,0.934,0.91
WR_003,2025-12-10,6730,95,69.9,0.899,1.11
WR_004,2025-12-10,9825,98,188.2,1,1.12
WR_005,2025-12-10,6983,80,71.5,0.99,0.9
WR_006,2025-12-10,6281,118,104.7,0.941,0.97
WR_007,2025-12-10,10415,102,160.4,0.919,1.09
WR_008,2025-12-10,8506,82,90,0.952,1.28
WR_009,2025-12-10,11761,54,67.3,0.988,0.91
WR_010,2025-12-10,7245,92,54.8,0.979,0.9
WR_011,2025-12-10,11900,107,69.3,0.992,1.05
WR_012,2025-12-10,11392,70,130.5,0.92,0.93
WR_001,2025-12-11,10584,91,113.4,1,1.09
WR_002,2025-12-11,11058,61,106.4,1,0.78
WR_003,2025-12-11,9455,133,139.3,0.954,1.12
WR_004,2025-12-11,9340,95,61.9,0.974,1.22
WR_005,2025-12-11,8032,88,103.1,0.982,0.88
WR_006,2025-12-11,7628,130,111.1,0.901,0.78
WR_007,2025-12-11,8337,103,139.6,0.963,1.05
WR_008,2025-12-11,11610,127,106,0.964,0.88
WR_009,2025-12-11,6773,91,136.3,0.958,0.94
WR_010,2025-12-11,7856,130,145.3,0.994,0.98
WR_011,2025-12-11,7568,101,104.3,0.921,0.64
WR_012,2025-12-11,7750,76,114.1,0.977,1.23
WR_001,2025-12-12,11398,104,80.7,0.932,0.73
WR_002,2025-12-12,10076,99,130.3,0.99,1.17
WR_003,2025-12-12,7443,83,59.6,0.966,0.95
WR_004,2025-12-12,5068,86,130.7,0.875,1.12
WR_005,2025-12-12,11116,71,114.2,0.999,0.93
WR_006,2025-12-12,8122,97,143.1,0.959,1
WR_007,2025-12-12,10687,99,85.9,0.949,0.97
WR_008,2025-12-12,8034,58,102.7,0.911,1.13
WR_009,2025-12-12,10451,84,90.2,0.968,0.84
WR_010,2025-12-12,9812,115,139.9,0.943,0.92
WR_011,2025-12-12,7484,113,126.4,0.947,0.98
WR_012,2025-12-12,4292,87,117.7,0.941,1.24
WR_001,2025-12-13,5032,43,109.5,0.992,1.09
WR_002,2025-12-13,4207,22,48.7,0.968,0.91
WR_003,2025-12-13,5053,57,113,1,1.02
WR_004,2025-12-13,4713,42,64.5,1,1.09
WR_005,2025-12-13,3554,49,116.4,0.977,0.91
WR_006,2025-12-13,3369,72,154.6,0.959,0.95
WR_007,2025-12-13,6067,90,134.1,0.913,1.05
WR_008,2025-12-13,4897,33,103.6,0.945,0.96
WR_009,2025-12-13,4280,56,99.4,0.985,0.98
WR_010,2025-12-13,4998,38,88.5,0.977,0.96
WR_011,2025-12-13,5967,19,101.4,0.992,0.93
WR_012,2025-12-13,8357,5,134.8,0.945,1.17
WR_001,2025-12-14,3862,51,42.5,0.966,0.92
WR_002,2025-12-14,4615,39,89.1,0.977,1.02
WR_003,2025-12-14,6787,46,172.5,0.928,1.16
WR_004,2025-12-14,7482,36,90.6,0.962,0.99
WR_005,2025-12-14,6191,29,72.1,0.947,0.97
WR_006,2025-12-14,4471,40,141.2,0.97,0.93
WR_007,2025-12-14,7844,41,72.2,0.953,0.98
WR_008,2025-12-14,3587,24,61.5,0.932,0.62
WR_009,2025-12-14,4140,33,73.1,0.916,0.95
WR_010,2025-12-14,4833,27,139,0.968,0.95
WR_011,2025-12-14,7504,79,102.6,0.971,0.94
WR_012,2025-12-14,6201,80,82.3,0.973,0.87
WR_001,2025-12-15,11305,87,73.8,0.931,1.14
WR_002,2025-12-15,7715,55,129.3,0.971,0.96
WR_003,2025-12-15,8009,90,91.9,0.91,1.02
WR_004,2025-12-15,4687,62,109.3,0.949,0.94
WR_005,2025-12-15,1993,108,91.5,0.934,1.01
WR_006,2025-12-15,10307,93,101.2,0.96,1.26
WR_007,2025-12-15,8758,85,80.3,0.971,1.4
WR_008,2025-12-15,6484,90,143.1,0.96,0.82
WR_009,2025-12-15,10272,110,63.2,0.972,1.16
WR_010,2025-12-15,6270,107,89.9,0.967,0.97
WR_011,2025-12-15,8982,58,92.5,0.932,1
WR_012,2025-12-15,8750,101,113.3,0.95,1.22
WR_001,2025-12-16,9815,70,102.1,0.972,0.9
WR_002,2025-12-16,10286,76,53.3,0.912,0.9
WR_003,2025-12-16,7676,138,48.4,0.948,0.85
WR_004,2025-12-16,8688,73,136.8,0.929,0.76
WR_005,2025-12-16,8798,106,75.1,0.98,1.03
WR_006,2025-12-16,6761,120,62.7,0.956,1.19
WR_007,2025-12-16,10175,108,107.8,0.937,0.98
WR_008,2025-12-16,10940,111,81.4,0.979,0.97
WR_009,2025-12-16,8341,73,110.8,0.943,0.85
WR_010,2025-12-16,5203,106,135.6,0.957,0.8
WR_011,2025-12-16,8263,74,71.9,0.951,1.01
WR_012,2025-12-16,7648,0,126.6,0.926,0.91
WR_001,2025-12-17,10998,136,113.8,0.959,0.84
WR_002,2025-12-17,10665,131,92.9,0.949,1.01
WR_003,2025-12-17,10624,59,128.3,0.98,1.06
WR_004,2025-12-17,11965,120,116.7,0.964,1
WR_005,2025-12-17,9635,69,78.5,0.958,1.12
WR_006,2025-12-17,7631,58,148.8,0.939,1.05
WR_007,2025-12-17,8166,55,110.2,1,1.03
WR_008,2025-12-17,10765,64,154.4,0.949,1.12
WR_009,2025-12-17,8232,129,157.9,0.909,1.22
WR_010,2025-12-17,9650,69,124.5,0.985,0.88
WR_011,2025-12-17,9631,37,91.3,0.962,0.79
WR_012,2025-12-17,10740,125,102.6,1,1.06
WR_001,2025-12-18,7119,130,96.1,0.951,1.06
WR_002,2025-12-18,10743,81,127.4,0.997,0.86
WR_003,2025-12-18,6830,88,79.4,0.936,0.94
WR_004,2025-12-18,12143,54,25.4,0.925,1.22
WR_005,2025-12-18,7344,95,73.5,0.998,1
WR_006,2025-12-18,11381,101,94.3,0.961,1.52
WR_007,2025-12-18,9431,83,117.6,0.906,1.03
WR_008,2025-12-18,10828,120,120,0.942,0.97
WR_009,2025-12-18,12408,163,78.9,0.946,1.02
WR_010,2025-12-18,7344,141,78.2,0.992,1.09
WR_011,2025-12-18,8850,85,135.3,0.972,0.75
WR_012,2025-12-18,10643,116,121.2,0.921,1.37
WR_001,2025-12-19,11778,62,88.1,0.928,1.1
WR_002,2025-12-19,10598,80,92.7,0.977,0.8
WR_003,2025-12-19,12489,85,94.3,0.996,1.07
WR_004,2025-12-19,5380,90,92.5,0.971,0.99
WR_005,2025-12-19,10151,68,57.3,0.897,0.93
WR_006,2025-12-19,10451,107,100.2,0.983,1.01
WR_007,2025-12-19,6649,108,90.2,0.99,1.09
WR_008,2025-12-19,8294,88,78.9,0.95,0.99
WR_009,2025-12-19,4693,75,129.7,0.998,1.05
WR_010,2025-12-19,6511,84,133.1,0.987,0.78
WR_011,2025-12-19,8295,115,113.8,0.888,1.22
WR_012,2025-12-19,4525,91,84.4,0.957,0.97
WR_001,2025-12-20,6164,58,106.6,0.943,1.08
WR_002,2025-12-20,4632,93,153.8,0.868,0.98
WR_003,2025-12-20,4085,85,93.9,0.943,1.15
WR_004,2025-12-20,3039,93,51,0.988,1.37
WR_005,2025-12-20,3890,13,56.8,0.956,1.03
WR_006,2025-12-20,5431,53,132.2,0.967,0.93
WR_007,2025-12-20,2399,63,152.4,0.96,0.98
WR_008,2025-12-20,2205,46,51.1,1,1.29
WR_009,2025-12-20,4413,40,80.4,0.975,0.89
WR_010,2025-12-20,4598,46,122.8,0.965,1.06
WR_011,2025-12-20,6765,38,76.1,0.971,1.06
WR_012,2025-12-20,5316,19,125.9,0.959,1.26
WR_001,2025-12-21,4959,35,134.2,0.971,0.95
WR_002,2025-12-21,3056,86,70,0.932,0.77
WR_003,2025-12-21,5178,62,103.9,0.969,1.11
WR_004,2025-12-21,3860,41,74.3,0.941,1.03
WR_005,2025-12-21,4321,56,121.3,0.926,1.37
WR_006,2025-12-21,4380,47,95.7,0.988,0.92
WR_007,2025-12-21,4834,40,136.4,0.963,1.19
WR_008,2025-12-21,6559,30,111.5,0.953,1.04
WR_009,2025-12-21,3794,46,146.3,0.954,0.9
WR_010,2025-12-21,6367,59,114.6,0.904,0.84
WR_011,2025-12-21,6679,29,103.8,0.987,0.77
WR_012,2025-12-21,1281,25,110.5,0.955,0.62
WR_001,2025-12-22,9206,87,99.1,1,1.15
WR_002,2025-12-22,7098,145,107.2,0.892,1.05
WR_003,2025-12-22,7421,72,113.6,0.974,1.22
WR_004,2025-12-22,11248,93,108.5,0.932,1.21
WR_005,2025-12-22,10421,112,68,0.973,0.71
WR_006,2025-12-22,12577,82,80.1,0.961,1.11
WR_007,2025-12-22,6457,72,74.2,0.942,1.13
WR_008,2025-12-22,9893,85,42.5,0.961,1.36
WR_009,2025-12-22,4065,98,72.3,0.961,0.89
WR_010,2025-12-22,11656,68,107.7,0.973,1.26
WR_011,2025-12-22,7608,74,86,0.955,0.88
WR_012,2025-12-22,11870,115,109.7,0.963,0.92
WR_001,2025-12-23,11316,60,143.4,0.995,0.9
WR_002,2025-12-23,7325,70,82.8,0.979,0.87
WR_003,2025-12-23,9326,103,85,0.904,0.92
WR_004,2025-12-23,6793,39,58.6,0.934,1.15
WR_005,2025-12-23,10058,108,67,0.988,1.07
WR_006,2025-12-23,4458,82,129.7,0.968,1.09
WR_007,2025-12-23,8352,77,60.8,0.927,1.07
WR_008,2025-12-23,6791,52,120.4,0.994,1.02
WR_009,2025-12-23,7576,80,96.3,0.997,1.18
WR_010,2025-12-23,12221,142,103.5,0.983,0.82
WR_011,2025-12-23,6290,115,157.3,0.92,1.33
WR_012,2025-12-23,9799,63,132.3,0.997,0.95
WR_001,2025-12-24,10912,82,88.1,0.936,0.76
WR_002,2025-12-24,7880,83,76.7,1,1.2
WR_003,2025-12-24,7813,92,70.4,0.935,1.2
WR_004,2025-12-24,4821,69,40.9,0.951,0.83
WR_005,2025-12-24,10655,90,55.7,0.961,1.07
WR_006,2025-12-24,4257,89,162.5,0.965,1.1
WR_007,2025-12-24,4714,20,47.1,0.938,0.93
WR_008,2025-12-24,10556,121,79.7,0.974,1.15
WR_009,2025-12-24,11359,96,86.5,0.939,1.11
WR_010,2025-12-24,7812,44,142.3,0.959,1.2
WR_011,2025-12-24,11692,96,58.3,0.957,1.33
WR_012,2025-12-24,8896,120,82.7,0.963,0.7
WR_001,2025-12-25,9276,108,105.2,0.985,0.79
WR_002,2025-12-25,4282,94,134.1,0.956,0.95
WR_003,2025-12-25,7880,86,61.1,0.92,0.8
WR_004,2025-12-25,5428,72,64.6,0.968,1.01
WR_005,2025-12-25,12062,76,82.1,0.925,1.15
WR_006,2025-12-25,5156,113,81.3,0.912,1
WR_007,2025-12-25,9085,111,81,0.974,0.95
WR_008,2025-12-25,5835,64,66.3,0.994,0.68
WR_009,2025-12-25,13762,107,105.6,1,1.14
WR_010,2025-12-25,10718,54,83.1,0.942,1.14
WR_011,2025-12-25,9129,107,115,0.962,1.12
WR_012,2025-12-25,10319,100,118.3,0.982,1
WR_001,2025-12-26,6279,114,140.2,1,0.97
WR_002,2025-12-26,6301,81,72.9,0.988,0.51
WR_003,2025-12-26,7905,139,46.3,0.9,1.09
WR_004,2025-12-26,8754,74,111.5,1,1.07
WR_005,2025-12-26,10388,89,93.2,0.966,0.8
WR_006,2025-12-26,8237,96,22.5,1,0.92
WR_007,2025-12-26,7456,106,49.6,0.965,1.08
WR_008,2025-12-26,7529,80,73.3,1,1
WR_009,2025-12-26,8845,63,91.3,0.959,0.73
WR_010,2025-12-26,8997,88,122.3,0.996,0.86
WR_011,2025-12-26,10952,104,46.6,0.98,1.09
WR_012,2025-12-26,8657,112,62.8,1,0.86
WR_001,2025-12-27,4371,34,147.8,0.945,1.02
WR_002,2025-12-27,5033,18,123.8,0.957,1.12
WR_003,2025-12-27,5767,40,78.7,0.891,0.85
WR_004,2025-12-27,4831,66,105.6,1,1.17
WR_005,2025-12-27,3754,22,81,0.955,1.15
WR_006,2025-12-27,4805,41,84.6,1,0.99
WR_007,2025-12-27,3269,31,84.4,0.941,0.98
WR_008,2025-12-27,7294,43,137.5,0.999,1
WR_009,2025-12-27,3624,64,117.1,0.968,1.14
WR_010,2025-12-27,4521,27,103.7,1,0.85
WR_011,2025-12-27,7072,41,121.7,0.962,0.87
WR_012,2025-12-27,4584,43,118,0.996,0.98
WR_001,2025-12-28,6400,31,144.1,0.989,1
WR_002,2025-12-28,2957,42,55.2,0.979,0.95
WR_003,2025-12-28,3874,54,108.2,0.996,1.04
WR_004,2025-12-28,4776,67,92,0.945,1
WR_005,2025-12-28,5139,78,135.5,0.953,1.01
WR_006,2025-12-28,3486,47,144.4,0.928,1.05
WR_007,2025-12-28,5873,56,138,0.992,0.8
WR_008,2025-12-28,3647,49,114.7,0.957,0.93
WR_009,2025-12-28,3411,48,77.5,0.933,0.93
WR_010,2025-12-28,6401,55,76.4,0.926,0.8
WR_011,2025-12-28,3160,28,72.1,0.942,0.93
WR_012,2025-12-28,4442,17,72,0.99,0.92
WR_001,2025-12-29,3290,97,110.7,0.972,1.01
WR_002,2025-12-29,9050,88,63.7,0.981,0.91
WR_003,2025-12-29,11436,64,132.4,0.978,0.99
WR_004,2025-12-29,10703,105,150.6,1,1
WR_005,2025-12-29,7113,99,133.6,0.969,1.16
WR_006,2025-12-29,8769,82,104.8,0.932,0.88
WR_007,2025-12-29,7865,38,82.9,0.939,1
WR_008,2025-12-29,11012,47,92.2,0.951,1.09
WR_009,2025-12-29,10861,43,90.8,0.927,0.9
WR_010,2025-12-29,8436,141,110.5,0.911,1.56
WR_011,2025-12-29,6929,119,114.1,0.993,0.91
WR_012,2025-12-29,8076,95,54.2,0.982,1.18
WR_001,2025-12-30,7046,72,82,0.988,0.94
WR_002,2025-12-30,8886,60,60.4,0.953,1.01
WR_003,2025-12-30,8821,98,136.8,0.913,0.95
WR_004,2025-12-30,7240,73,147.3,0.947,0.96
WR_005,2025-12-30,8288,61,91.5,0.938,0.76
WR_006,2025-12-30,6688,100,111.7,0.983,1.18
WR_007,2025-12-30,9101,61,51.9,0.965,1.15
WR_008,2025-12-30,11502,71,96.2,0.94,1.13
WR_009,2025-12-30,6358,135,133,0.954,0.85
WR_010,2025-12-30,8840,119,83.9,0.908,1
WR_011,2025-12-30,7918,99,128.4,0.974,1.11
WR_012,2025-12-30,8663,115,101.8,0.964,1.25
WR_001,2025-12-31,7642,117,158.6,0.982,1.14
WR_002,2025-12-31,3877,51,73.9,0.993,0.98
WR_003,2025-12-31,11059,86,64.6,1,1.1
WR_004,2025-12-31,7071,91,68.1,1,1.01
WR_005,2025-12-31,9115,115,43.7,0.94,0.93
WR_006,2025-12-31,10154,62,88.6,0.938,1.02
WR_007,2025-12-31,9228,84,123.7,0.943,0.87
WR_008,2025-12-31,7034,89,104.6,0.916,0.93
WR_009,2025-12-31,6643,96,61.2,0.907,1.09
WR_010,2025-12-31,11228,87,100.1,0.963,1.2
WR_011,2025-12-31,9634,51,94.3,0.954,0.85
WR_012,2025-12-31,10402,20,121.5,0.925,0.88
WR_001,2026-01-01,10588,114,101.4,0.916,1.24
WR_002,2026-01-01,11795,107,135.7,0.959,0.67
WR_003,2026-01-01,7101,66,74,0.936,1.1
WR_004,2026-01-01,5510,74,125.5,0.936,1.01
WR_005,2026-01-01,12254,83,119.2,0.945,1.09
WR_006,2026-01-01,7274,65,143.7,0.939,1.15
WR_007,2026-01-01,6852,59,96.6,0.966,0.89
WR_008,2026-01-01,8803,86,153.1,0.987,1.33
WR_009,2026-01-01,11136,60,51.7,0.939,1.03
WR_010,2026-01-01,9295,31,102.8,0.925,1.21
WR_011,2026-01-01,11311,77,109.1,0.98,0.87
WR_012,2026-01-01,5326,89,69.7,0.943,0.96
WR_001,2026-01-02,10030,92,114.2,1,0.81
WR_002,2026-01-02,9274,70,120,0.997,1.04
WR_003,2026-01-02,10325,95,73.5,0.969,0.97
WR_004,2026-01-02,9558,113,122.1,0.975,1.12
WR_005,2026-01-02,6729,108,91.3,0.939,1.03
WR_006,2026-01-02,9762,69,76.6,0.949,1.09
WR_007,2026-01-02,9631,110,55.7,0.981,0.96
WR_008,2026-01-02,12198,49,88.2,0.966,1.01
WR_009,2026-01-02,3356,108,45.1,0.984,1.25
WR_010,2026-01-02,8806,98,110.2,0.925,0.76
WR_011,2026-01-02,10802,63,105.5,0.935,1.28
WR_012,2026-01-02,9064,84,52.3,0.926,1.2
WR_001,2026-01-03,5712,87,105.8,0.985,1.04
WR_002,2026-01-03,6783,64,53.1,0.943,0.66
WR_003,2026-01-03,3521,40,122.1,0.943,1.26
WR_004,2026-01-03,4572,4,54.1,0.962,0.92
WR_005,2026-01-03,3535,44,130,0.999,0.83
WR_006,2026-01-03,4865,43,114.2,0.941,1.02
WR_007,2026-01-03,4882,46,144.8,0.988,0.94
WR_008,2026-01-03,5697,41,113.5,0.981,1.28
WR_009,2026-01-03,4779,7,82,0.937,0.85
WR_010,2026-01-03,5292,42,76.8,0.989,0.96
WR_011,2026-01-03,4504,53,115.6,0.994,0.79
WR_012,2026-01-03,5033,53,154.1,0.994,0.91
WR_001,2026-01-04,3621,35,79.5,0.964,1.12
WR_002,2026-01-04,7282,21,115.2,0.919,0.86
WR_003,2026-01-04,2662,49,101.2,0.965,1.2
WR_004,2026-01-04,4361,31,111.5,0.944,0.82
WR_005,2026-01-04,4819,43,99.2,0.964,1.18
WR_006,2026-01-04,4593,67,88.3,0.956,0.88
WR_007,2026-01-04,5076,28,151,0.958,0.84
WR_008,2026-01-04,7013,52,119.9,0.995,0.81
WR_009,2026-01-04,5807,29,118.8,1,1.2
WR_010,2026-01-04,3513,70,115.4,0.968,0.76
WR_011,2026-01-04,6802,46,127.1,0.989,1.02
WR_012,2026-01-04,2406,41,175.8,1,0.92
WR_001,2026-01-05,9426,127,59.6,0.966,0.98
WR_002,2026-01-05,10694,64,117.7,0.99,0.69
WR_003,2026-01-05,7361,77,136.6,1,1.04
WR_004,2026-01-05,10563,91,127.9,0.999,0.87
WR_005,2026-01-05,11051,101,124,1,0.8
WR_006,2026-01-05,5248,117,95.2,0.936,0.69
WR_007,2026-01-05,6869,116,95.1,0.962,1.09
WR_008,2026-01-05,7179,104,97.5,0.942,1.02
WR_009,2026-01-05,11486,73,107.7,0.893,1.03
WR_010,2026-01-05,10356,71,71.2,0.989,1.19
WR_011,2026-01-05,8846,48,63.2,0.949,0.91
WR_012,2026-01-05,7970,77,87,0.984,0.94
WR_001,2026-01-06,6217,102,126.7,1,0.82
WR_002,2026-01-06,6614,116,83.2,0.947,0.74
WR_003,2026-01-06,4521,97,100.9,0.937,0.97
WR_004,2026-01-06,10041,66,107.9,0.939,0.86
WR_005,2026-01-06,4224,84,147.5,0.895,0.94
WR_006,2026-01-06,6903,62,97.3,1,0.84
WR_007,2026-01-06,5088,114,46.3,0.931,1.13
WR_008,2026-01-06,7330,138,105.3,0.952,1.1
WR_009,2026-01-06,11631,87,126.1,0.951,1.03
WR_010,2026-01-06,8027,152,34.2,0.953,0.86
WR_011,2026-01-06,11485,83,108.8,0.967,1.23
WR_012,2026-01-06,5641,80,119.8,0.896,0.83
WR_001,2026-01-07,12028,59,76.4,0.953,0.71
WR_002,2026-01-07,9155,103,104.8,0.911,1.14
WR_003,2026-01-07,8827,72,107.7,0.941,1.13
WR_004,2026-01-07,6258,42,113.2,0.96,0.85
WR_005,2026-01-07,6956,64,65.9,0.964,1.1
WR_006,2026-01-07,7036,84,105.4,0.965,0.96
WR_007,2026-01-07,11282,192,71.7,0.947,1.1
WR_008,2026-01-07,5775,94,93.1,0.962,1.11
WR_009,2026-01-07,9699,67,55.6,0.931,1.18
WR_010,2026-01-07,6808,110,122.4,0.929,0.98
WR_011,2026-01-07,8592,116,109.1,0.945,1
WR_012,2026-01-07,8058,106,116,0.968,0.97
WR_001,2026-01-08,10904,95,98.8,0.973,1
WR_002,2026-01-08,8356,66,128.9,0.979,0.89
WR_003,2026-01-08,9995,93,104.3,0.97,1.15
WR_004,2026-01-08,7403,104,120.7,0.954,1.07
WR_005,2026-01-08,6733,127,100,0.937,0.72
WR_006,2026-01-08,7372,110,82.4,1,1.22
WR_007,2026-01-08,8563,101,78.4,0.97,0.91
WR_008,2026-01-08,8813,112,74.8,0.978,0.98
WR_009,2026-01-08,10003,56,132.3,0.963,0.68
WR_010,2026-01-08,7192,26,80.4,0.997,1.01
WR_011,2026-01-08,7660,84,99.8,0.95,0.84
WR_012,2026-01-08,7268,102,145.3,0.948,1.04
WR_001,2026-01-09,8483,108,86.7,0.964,1.09
WR_002,2026-01-09,4261,93,83.6,0.958,0.95
WR_003,2026-01-09,11027,113,53.4,1,0.86
WR_004,2026-01-09,6288,73,110.7,0.937,1.28
WR_005,2026-01-09,9176,92,136.1,0.942,1.09
WR_006,2026-01-09,7914,67,116.8,1,0.86
WR_007,2026-01-09,6278,64,96.4,0.989,0.94
WR_008,2026-01-09,7156,108,26.3,1,0.9
WR_009,2026-01-09,10181,101,128.4,0.969,0.85
WR_010,2026-01-09,13161,119,96.9,1,0.96
WR_011,2026-01-09,8114,93,134,0.994,1.01
WR_012,2026-01-09,10118,123,77.8,0.978,1.16
WR_001,2026-01-10,4430,19,86.5,0.996,1.39
WR_002,2026-01-10,3522,44,79.9,0.969,1.01
WR_003,2026-01-10,7000,60,94.2,0.959,0.92
WR_004,2026-01-10,3766,53,115,0.917,0.95
WR_005,2026-01-10,6627,31,107.5,0.985,1.33
WR_006,2026-01-10,4224,48,115,0.966,1.25
WR_007,2026-01-10,4946,47,80.8,0.962,0.89
