athlete_id,date,steps,active_minutes,load_proxy,symmetry_proxy,impact_proxy
WR_003,2025-12-13,3674,34,80.9,0.952,1.03
WR_004,2025-12-13,7157,66,137.9,0.955,0.87
WR_005,2025-12-13,3768,71,133.1,0.938,0.95
WR_006,2025-12-13,3756,12,103.8,0.968,1.12
WR_007,2025-12-13,5739,29,98.1,0.971,1.02
WR_008,2025-12-13,4130,32,123.7,0.922,1.05
WR_009,2025-12-13,6468,75,36,0.953,1.06
WR_010,2025-12-13,4818,64,94.9,0.99,1.23
WR_011,2025-12-13,4148,48,22.1,0.987,0.88
WR_012,2025-12-13,5665,40,152.2,0.956,0.8
WR_001,2025-12-14,6312,22,98.8,0.977,1.07
WR_002,2025-12-14,6463,26,118.8,0.962,0.91
WR_003,2025-12-14,4522,5,55.9,0.987,0.92
WR_004,2025-12-14,6384,60,97.5,0.999,1.11
WR_005,2025-12-14,4461,2,101.5,0.938,1.3
WR_006,2025-12-14,5945,29,75.2,1,1.21
WR_007,2025-12-14,6642,11,79.1,0.907,0.98
WR_008,2025-12-14,4908,33,173.5,1,1.24
WR_009,2025-12-14,6221,76,87,0.943,1.39
WR_010,2025-12-14,4561,40,92.8,1,1.12
WR_011,2025-12-14,6996,75,131.2,0.983,1.24
WR_012,2025-12-14,1672,16,80.4,0.923,0.92
WR_001,2025-12-15,7290,143,84.5,0.95,0.91
WR_002,2025-12-15,7092,115,94.1,0.978,1.14
WR_003,2025-12-15,7084,112,140.3,0.967,1.09
WR_004,2025-12-15,4522,67,112.1,1,1
WR_005,2025-12-15,6487,131,117.8,0.929,1.09
WR_006,2025-12-15,8782,111,99.8,0.893,0.44
WR_007,2025-12-15,10475,101,114.8,0.955,0.95
WR_008,2025-12-15,8664,125,152.3,1,0.94
WR_009,2025-12-15,9477,67,104.5,0.93,1.14
WR_010,2025-12-15,11149,103,125.2,0.981,0.99
WR_011,2025-12-15,7013,106,106.1,0.925,1.05
WR_012,2025-12-15,11355,29,76.6,0.982,1.04
WR_001,2025-12-16,10780,48,87.4,0.957,1.15
WR_002,2025-12-16,11164,52,100.7,0.918,0.99
WR_003,2025-12-16,12297,80,115.3,0.96,0.96
WR_004,2025-12-16,9482,54,96.6,0.927,1.13
WR_005,2025-12-16,4741,73,75.1,0.982,1.13
WR_006,2025-12-16,9664,136,96.1,0.964,0.8
WR_007,2025-12-16,5963,94,65.4,0.954,0.88
WR_008,2025-12-16,8514,53,145.9,0.96,0.83
WR_009,2025-12-16,10356,150,72.5,0.985,1.29
WR_010,2025-12-16,9755,57,90.4,0.98,1.18
WR_011,2025-12-16,10518,69,141.4,0.922,1.13
WR_012,2025-12-16,7019,62,91.7,0.973,1.03
WR_001,2025-12-17,6769,79,128,0.936,1.03
WR_002,2025-12-17,6788,69,59.1,0.944,0.95
WR_003,2025-12-17,10899,130,77.5,1,0.92
WR_004,2025-12-17,6442,82,95.5,0.94,1.08
WR_005,2025-12-17,6368,114,102.8,0.98,0.95
WR_006,2025-12-17,6515,89,69.7,0.997,1.14
WR_007,2025-12-17,6831,71,117.5,0.982,1.16
WR_008,2025-12-17,9128,79,72.9,0.985,1.18
WR_009,2025-12-17,8901,80,68.2,0.939,1.13
WR_010,2025-12-17,12631,62,128,0.98,0.64
WR_011,2025-12-17,10744,78,63.2,0.94,1.02
WR_012,2025-12-17,7318,120,88.8,0.851,1.22
WR_001,2025-12-18,9186,75,124.2,1,1.04
WR_002,2025-12-18,6317,80,88.7,1,1.09
WR_003,2025-12-18,11340,129,70.6,0.923,1
WR_004,2025-12-18,9440,90,124.8,0.996,0.71
WR_005,2025-12-18,12640,113,93.5,0.935,1.11
WR_006,2025-12-18,11676,75,143.2,0.922,0.81
WR_007,2025-12-18,11382,129,103.8,0.918,1.21
WR_008,2025-12-18,10313,103,122.8,0.929,1.01
WR_009,2025-12-18,6159,93,41.5,1,0.99
WR_010,2025-12-18,7986,91,135.2,0.934,1.1
WR_011,2025-12-18,11570,129,136,0.897,1.26
WR_012,2025-12-18,6231,17,103.4,1,0.82
WR_001,2025-12-19,11715,126,108.3,1,1.15
WR_002,2025-12-19,7505,92,162.7,0.949,1.33
WR_003,2025-12-19,7917,85,92.8,0.957,1.07
WR_004,2025-12-19,8914,100,75.2,0.916,0.93
WR_005,2025-12-19,8461,63,127.4,0.965,1.17
WR_006,2025-12-19,10608,40,84.5,0.973,0.95
WR_007,2025-12-19,9722,134,88.9,0.951,0.59
WR_008,2025-12-19,5658,77,125.6,0.996,0.91
WR_009,2025-12-19,8352,68,91.3,1,1.02
WR_010,2025-12-19,7978,65,98.8,1,0.78
WR_011,2025-12-19,6220,91,102.8,0.954,1.09
WR_012,2025-12-19,9289,81,93.6,0.991,0.78
WR_001,2025-12-20,5621,14,70.2,0.926,0.87
WR_002,2025-12-20,5933,65,116.8,0.948,0.85
WR_003,2025-12-20,4396,39,92.1,0.954,1.05
WR_004,2025-12-20,5938,63,75.9,0.96,1.08
WR_005,2025-12-20,7342,47,125.4,0.934,0.89
WR_006,2025-12-20,5329,34,106,0.98,0.95
WR_007,2025-12-20,5179,38,33.5,0.982,1.07
WR_008,2025-12-20,6160,8,110.3,0.958,1.05
WR_009,2025-12-20,3186,17,57.7,0.942,1.18
WR_010,2025-12-20,3218,80,141.6,0.952,0.75
WR_011,2025-12-20,7552,11,83,0.99,1.18
WR_012,2025-12-20,3046,83,94.6,0.961,1
WR_001,2025-12-21,4597,32,90.2,0.968,0.87
WR_002,2025-12-21,5368,88,109.4,0.894,0.96
WR_003,2025-12-21,5647,58,54.2,0.982,1.13
WR_004,2025-12-21,5973,48,108,0.928,1.24
WR_005,2025-12-21,5765,5,125.7,0.951,1.17
WR_006,2025-12-21,5746,40,126.2,0.986,0.91
WR_007,2025-12-21,7268,71,112.7,0.979,1.1
WR_008,2025-12-21,7596,69,119.3,0.985,0.79
WR_009,2025-12-21,3568,54,138.1,0.951,1
WR_010,2025-12-21,5449,41,123.1,0.974,0.79
WR_011,2025-12-21,6289,91,113.4,0.937,0.81
WR_012,2025-12-21,4267,83,92.4,0.928,1.11
WR_001,2025-12-22,7799,93,102.8,0.954,0.97
WR_002,2025-12-22,8644,89,30.9,0.994,0.7
WR_003,2025-12-22,7204,82,88,0.971,1
WR_004,2025-12-22,4952,62,61.1,0.963,1.16
WR_005,2025-12-22,6891,68,148.9,0.918,1.09
WR_006,2025-12-22,8992,80,69.5,0.998,1.04
WR_007,2025-12-22,5948,83,111.9,0.925,1.05
WR_008,2025-12-22,7785,115,69.4,0.93,1.13
WR_009,2025-12-22,7590,96,103,0.95,1.12
WR_010,2025-12-22,7862,76,143.9,0.929,1.3
WR_011,2025-12-22,12312,93,67.2,0.995,0.81
WR_012,2025-12-22,9553,93,65.3,0.929,0.55
WR_001,2025-12-23,8934,52,114.2,0.957,0.89
WR_002,2025-12-23,7301,82,135.7,1,1.11
WR_003,2025-12-23,9859,66,70.4,0.939,1.38
WR_004,2025-12-23,8797,78,91.4,0.964,0.83
WR_005,2025-12-23,9764,65,70.7,0.986,1.01
WR_006,2025-12-23,8347,99,97.3,0.95,0.75
WR_007,2025-12-23,8186,127,97.6,0.938,1.13
WR_008,2025-12-23,7201,118,113.9,0.954,1.13
WR_009,2025-12-23,8618,103,95.6,0.969,1.13
WR_010,2025-12-23,12128,99,105.8,0.934,1.03
WR_011,2025-12-23,12081,35,90.1,0.941,0.7
WR_012,2025-12-23,7975,67,100.7,0.99,1.36
WR_001,2025-12-24,5905,149,72.4,0.924,0.88
WR_002,2025-12-24,9737,86,145.6,0.936,1.2
WR_003,2025-12-24,7916,67,53.2,0.976,1.21
WR_004,2025-12-24,7898,110,87.2,0.899,1.01
WR_005,2025-12-24,7041,65,96.4,0.981,1.04
WR_006,2025-12-24,5435,93,91.9,0.95,0.71
WR_007,2025-12-24,6042,62,101.5,0.945,0.91
WR_008,2025-12-24,8512,93,140.3,0.914,0.89
WR_009,2025-12-24,5903,126,116.1,0.948,0.96
WR_010,2025-12-24,6244,70,70.3,1,0.82
WR_011,2025-12-24,8412,126,136,0.99,0.91
WR_012,2025-12-24,6716,100,48.1,0.927,1.07
WR_001,2025-12-25,8793,64,153.1,0.951,1.04
WR_002,2025-12-25,11261,104,116.4,0.952,1.07
WR_003,2025-12-25,5029,89,138.4,0.962,0.68
WR_004,2025-12-25,11547,79,67.7,0.935,1.05
WR_005,2025-12-25,5777,106,97.8,0.96,0.88
WR_006,2025-12-25,9877,83,106,0.959,1.11
WR_007,2025-12-25,8464,111,56.2,0.876,1.2
WR_008,2025-12-25,12235,27,80.2,0.997,1.1
WR_009,2025-12-25,7683,81,100.1,0.967,1.2
WR_010,2025-12-25,8605,56,96,0.905,0.98
WR_011,2025-12-25,9354,70,106.9,0.967,0.95
WR_012,2025-12-25,8268,126,121.7,0.996,0.88
WR_001,2025-12-26,8445,156,131.5,0.982,0.98
WR_002,2025-12-26,7916,73,51.7,0.965,0.83
WR_003,2025-12-26,8300,98,148.4,0.955,1.09
WR_004,2025-12-26,8766,103,97.1,0.938,0.98
WR_005,2025-12-26,11188,83,145.9,0.943,1.03
WR_006,2025-12-26,7238,48,82.5,0.988,1.21
WR_007,2025-12-26,7956,96,100.9,0.985,1.33
WR_008,2025-12-26,6562,107,72.9,0.928,0.91
WR_009,2025-12-26,10627,116,71.1,0.981,1.08
WR_010,2025-12-26,8921,81,112,0.916,0.95
WR_011,2025-12-26,8074,136,86.7,0.981,0.81
WR_012,2025-12-26,10415,73,75.6,0.971,0.7
WR_001,2025-12-27,3742,37,101.7,0.989,1.04
WR_002,2025-12-27,5489,34,112.2,0.949,0.95
WR_003,2025-12-27,4301,58,134.3,1,1
WR_004,2025-12-27,3655,28,127.9,0.941,0.93
WR_005,2025-12-27,6986,64,91.2,0.959,0.88
WR_006,2025-12-27,7235,27,86.6,0.967,0.96
WR_007,2025-12-27,3185,65,42.9,0.979,0.97
WR_008,2025-12-27,3936,17,92.3,0.948,0.84
WR_009,2025-12-27,6506,52,92.2,0.928,0.91
WR_010,2025-12-27,5256,40,111,0.958,0.87
WR_011,2025-12-27,4608,50,108.3,0.976,1.26
WR_012,2025-12-27,6041,68,81.9,0.987,1.26
WR_001,2025-12-28,6824,53,151.9,0.948,0.98
WR_002,2025-12-28,6821,33,111.5,0.962,0.94
WR_003,2025-12-28,4274,66,194.5,0.97,1.1
WR_004,2025-12-28,5344,43,111.3,1,1
WR_005,2025-12-28,3844,47,74.4,0.931,0.57
WR_006,2025-12-28,4315,31,130.3,1,0.93
WR_007,2025-12-28,3566,61,109.3,0.936,0.81
WR_008,2025-12-28,3610,68,80.9,0.955,0.81
WR_009,2025-12-28,5407,36,125.4,0.959,1.27
WR_010,2025-12-28,4592,66,98.5,0.966,1.04
WR_011,2025-12-28,2404,51,102.5,0.989,0.94
WR_012,2025-12-28,2954,19,113,0.962,0.78
WR_001,2025-12-29,10683,108,96.1,0.952,0.95
WR_002,2025-12-29,9863,54,82.9,0.927,0.83
WR_003,2025-12-29,11177,85,88.7,1,0.81
WR_004,2025-12-29,7108,66,102.2,0.967,0.99
WR_005,2025-12-29,9559,70,114.3,0.943,0.98
WR_006,2025-12-29,8075,49,71.9,0.919,1.26
WR_007,2025-12-29,7536,97,113.8,0.924,1.07
WR_008,2025-12-29,7798,70,109.4,1,0.96
WR_009,2025-12-29,8293,107,146.8,0.939,1.09
WR_010,2025-12-29,9485,99,104.6,0.99,1.27
WR_011,2025-12-29,9453,64,101.5,0.978,1.07
WR_012,2025-12-29,7573,110,91.7,0.988,1.17
WR_001,2025-12-30,10830,73,88.6,0.968,0.83
WR_002,2025-12-30,7780,99,70.4,0.958,0.97
WR_003,2025-12-30,10142,94,140,0.929,0.91
WR_004,2025-12-30,10493,55,75.3,0.978,0.97
WR_005,2025-12-30,10403,76,132.5,0.971,0.94
WR_006,2025-12-30,9673,72,84.5,0.95,1.26
WR_007,2025-12-30,8315,73,98.9,0.898,1.14
WR_008,2025-12-30,10768,118,136.1,0.909,0.9
WR_009,2025-12-30,6605,50,54.1,0.904,0.78
WR_010,2025-12-30,7631,98,65.8,1,0.91
WR_011,2025-12-30,6595,105,57.7,0.995,1.15
WR_012,2025-12-30,5862,31,93.9,0.966,0.95
WR_001,2025-12-31,9845,109,69.4,0.939,1.02
WR_002,2025-12-31,5373,102,74,0.924,1.08
WR_003,2025-12-31,5162,66,118.7,0.97,1.12
WR_004,2025-12-31,10528,84,128.2,0.939,1.1
WR_005,2025-12-31,8426,99,89.3,0.925,0.7
WR_006,2025-12-31,9186,85,98.6,0.972,1.18
WR_007,2025-12-31,9043,115,81.4,0.925,1.06
WR_008,2025-12-31,10133,84,142.7,0.938,1.04
WR_009,2025-12-31,5681,104,149.6,1,1.06
WR_010,2025-12-31,6957,92,116.9,0.995,0.87
WR_011,2025-12-31,10880,78,63.8,0.971,1.11
WR_012,2025-12-31,8429,119,147.1,0.989,1.15
WR_001,2026-01-01,9827,111,85.3,0.993,1.18
WR_002,2026-01-01,9502,110,61,0.913,0.95
WR_003,2026-01-01,9871,119,90.3,0.956,1.21
WR_004,2026-01-01,8795,114,54,0.962,0.97
WR_005,2026-01-01,6970,114,141.8,0.989,0.99
WR_006,2026-01-01,8329,70,158.7,0.926,1.12
WR_007,2026-01-01,7487,72,90.4,0.952,0.76
WR_008,2026-01-01,8152,60,83.5,0.959,1
WR_009,2026-01-01,6424,89,140.6,0.967,1.08
WR_010,2026-01-01,8887,69,104.2,0.956,0.96
WR_011,2026-01-01,11762,83,142.6,0.913,1
WR_012,2026-01-01,7330,75,77,0.876,0.84
WR_001,2026-01-02,9012,96,43.6,0.989,1.1
WR_002,2026-01-02,9132,102,113.1,0.98,1.36
WR_003,2026-01-02,9271,73,113.5,0.931,1.3
WR_004,2026-01-02,7356,91,90.6,0.941,1.36
WR_005,2026-01-02,8027,123,108.8,0.952,0.76
WR_006,2026-01-02,8250,39,99.9,0.93,1.06
WR_007,2026-01-02,8810,114,87.7,0.923,1.13
WR_008,2026-01-02,3580,68,101.9,0.955,1.01
WR_009,2026-01-02,11464,108,53.4,0.923,0.97
WR_010,2026-01-02,7896,74,88.3,0.889,1.01
WR_011,2026-01-02,10222,78,142.5,0.944,0.95
WR_012,2026-01-02,6480,120,109.7,0.959,0.81
WR_001,2026-01-03,3699,69,111.5,0.963,0.92
WR_002,2026-01-03,947,31,102.9,0.936,1.31
WR_003,2026-01-03,5032,54,118.5,0.966,1.13
WR_004,2026-01-03,4045,67,117.8,0.988,0.97
WR_005,2026-01-03,4390,61,114.3,0.981,1.08
WR_006,2026-01-03,3314,35,109.6,0.935,1.02
WR_007,2026-01-03,2934,38,91.2,0.985,0.96
WR_008,2026-01-03,5973,59,77.4,0.911,0.89
WR_009,2026-01-03,5641,31,56.6,0.981,1
WR_010,2026-01-03,4810,35,105.2,0.97,1.11
WR_011,2026-01-03,5297,67,178.1,0.928,0.88
WR_012,2026-01-03,3486,56,131.9,0.953,0.85
WR_001,2026-01-04,5200,43,83.8,0.971,0.98
WR_002,2026-01-04,6960,53,116.3,0.927,0.82
WR_003,2026-01-04,3325,69,153.9,0.902,0.78
WR_004,2026-01-04,2900,41,66.8,1,0.81
WR_005,2026-01-04,6608,78,124.2,0.961,1.09
WR_006,2026-01-04,3823,41,135.9,1,1.04
WR_007,2026-01-04,2233,47,101.5,0.991,1.05
WR_008,2026-01-04,6545,39,74.9,0.962,1.25
WR_009,2026-01-04,5570,82,136.4,1,0.98
WR_010,2026-01-04,2816,23,42.2,0.97,1.08
WR_011,2026-01-04,4442,40,78.8,0.965,1
WR_012,2026-01-04,8668,40,156.8,0.94,1.32
WR_001,2026-01-05,8154,41,90,0.983,1.05
WR_002,2026-01-05,10622,87,76.4,0.968,1.04
WR_003,2026-01-05,7231,72,42,0.942,0.98
WR_004,2026-01-05,4590,75,117.8,0.949,1.15
WR_005,2026-01-05,6702,69,145.8,0.978,1.39
WR_006,2026-01-05,11123,115,105.1,1,0.61
WR_007,2026-01-05,12864,35,150.2,0.936,1.1
WR_008,2026-01-05,8804,90,97.9,0.997,0.69
WR_009,2026-01-05,6435,73,101.7,0.935,1.22
WR_010,2026-01-05,10309,73,62,0.934,0.68
WR_011,2026-01-05,9323,136,103,0.931,0.8
WR_012,2026-01-05,12193,130,114,0.934,1.05
WR_001,2026-01-06,6134,59,72.4,1,0.96
WR_002,2026-01-06,11722,64,6.1,0.929,1.1
WR_003,2026-01-06,10335,95,50.3,0.945,0.91
WR_004,2026-01-06,9710,94,89.1,0.962,0.77
WR_005,2026-01-06,8278,75,61.2,0.974,1.1
WR_006,2026-01-06,8327,88,39.9,0.992,0.8
WR_007,2026-01-06,10249,121,36.4,0.991,0.87
WR_008,2026-01-06,6738,114,57.2,0.977,1.06
WR_009,2026-01-06,6196,80,137.8,0.94,1.15
WR_010,2026-01-06,8274,53,57,0.937,1.21
WR_011,2026-01-06,11097,127,63.8,0.91,1.06
WR_012,2026-01-06,8404,90,83,0.945,0.97
WR_001,2026-01-07,9488,58,97.9,0.974,1.12
WR_002,2026-01-07,8868,94,55.4,0.991,1.18
WR_003,2026-01-07,9901,64,74.5,0.968,0.86
WR_004,2026-01-07,7835,95,129.1,0.932,0.75
WR_005,2026-01-07,9653,108,92.6,0.952,0.83
WR_006,2026-01-07,8466,83,130.5,0.927,1.13
WR_007,2026-01-07,6304,88,89.6,0.989,1.17
WR_008,2026-01-07,9409,80,99.2,1,1.35
WR_009,2026-01-07,11542,103,113.8,0.956,0.75
WR_010,2026-01-07,10952,50,85.3,1,1.25
WR_011,2026-01-07,9886,82,119.4,0.951,0.82
WR_012,2026-01-07,6907,125,105.4,0.948,0.68
WR_001,2026-01-08,6747,58,103.8,0.923,0.94
WR_002,2026-01-08,9094,101,76.8,0.975,1.07
WR_003,2026-01-08,6288,62,42.2,0.939,1.07
WR_004,2026-01-08,5656,60,71.4,0.903,1.17
WR_005,2026-01-08,10636,95,78.3,0.929,0.93
WR_006,2026-01-08,11774,79,83.7,0.953,0.93
WR_007,2026-01-08,8941,151,46,1,1.07
WR_008,2026-01-08,8004,57,101.6,0.965,1.05
WR_009,2026-01-08,7321,126,104.2,0.932,1.04
WR_010,2026-01-08,7384,89,157.3,0.984,1.2
WR_011,2026-01-08,6002,92,89.8,0.991,1.1
WR_012,2026-01-08,7544,97,70.4,0.98,1.21
WR_001,2026-01-09,11679,119,101.2,0.966,0.92
WR_002,2026-01-09,11704,68,100.6,0.931,0.8
WR_003,2026-01-09,11074,118,26.6,0.963,0.96
WR_004,2026-01-09,8285,83,98.6,0.977,1.16
WR_005,2026-01-09,10252,67,101.2,1,0.83
WR_006,2026-01-09,11243,130,80.9,0.984,0.97
WR_007,2026-01-09,11054,73,153.2,0.973,0.89
WR_008,2026-01-09,7455,129,98.5,0.987,0.98
WR_009,2026-01-09,10516,121,114.8,0.919,1.14
WR_010,2026-01-09,5696,66,73,0.884,0.86
WR_011,2026-01-09,6997,85,102.5,0.953,0.97
WR_012,2026-01-09,9214,114,81.3,0.974,0.99
WR_001,2026-01-10,6093,47,106.4,0.982,0.89
WR_002,2026-01-10,4826,63,90.1,0.963,0.97
WR_003,2026-01-10,5055,35,64.5,0.987,1.06
WR_004,2026-01-10,5851,40,63,0.94,1.16
WR_005,2026-01-10,4640,26,107.1,0.962,1.25
WR_006,2026-01-10,6204,65,113.2,0.932,1.01
WR_007,2026-01-10,3194,72,146.2,0.929,1.08
